comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16
219109,nM,Ki,,BAO_0000192,Ki,36275,Inhibition of DHT binding to human androgen receptor expressed in baculovirus SF-12 cells,B,,CHEMBL648842,10.1021/jm020477g,12954062,CHEMBL1145087,"5-benzylidene-1,2-dihydrochromeno[3,4-f]quinolines as selective progesterone receptor modulators.",PUBLICATION,"A series of 5-benylidene-1,2-dihydrochromeno[3,4-f]quinolines (4) were synthesized and tested in bioassays to evaluate their progestational activities, receptor- and tissue-selectivity profiles as selective progesterone receptor modulators (SPRMs). Most of the new analogues exhibited as highly potent progestins with more than 100-fold receptor selectivity over other steroid hormone receptors and LG120920 (7b) demonstrated tissue selectivity toward uterus and vagina versus breasts in a rodent model after oral administration.",,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1C)Oc1c(F)cccc1-3,C27H24FNO,CHEMBL337856,960.0,,,,,,,,,,,,,,,,
219275,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1=CC(C)(C)Nc2cc3nc(Cl)cc(C(F)(F)F)c3cc21,C16H14ClF3N2,CHEMBL133331,320.0,,,,,,,,,,,,,,,,
219277,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1=CC(C)(C)Nc2cc3nc(F)cc(C(F)(F)F)c3cc21,C16H14F4N2,CHEMBL132803,57.0,,,,,,,,,,,,,,,,
219312,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(Cl)nc3cc2N1,C15H14ClF3N2,CHEMBL133792,84.0,,,,,,,,,,,,,,,,
219313,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,Cc1c2c(cc3c(C(F)(F)F)cc(Cl)nc13)C(C)CC(C)(C)N2,C17H18ClF3N2,CHEMBL131963,1000.0,,,,,,,,,,,,,,,,
219369,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(Br)nc3cc2N1,C15H14BrF3N2,CHEMBL134140,159.0,,,,,,,,,,,,,,,,
219402,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,Cc1c2c(cc3c(C(F)(F)F)cc(Br)nc13)C(C)CC(C)(C)N2,C17H18BrF3N2,CHEMBL134056,1000.0,,,,,,,,,,,,,,,,
219403,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(F)nc3cc2N1,C15H14F4N2,CHEMBL133503,11.0,,,,,,,,,,,,,,,,
219589,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CSc1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,C16H17F3N2S,CHEMBL134242,1000.0,,,,,,,,,,,,,,,,
219626,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(C#N)nc3cc2N1,C16H14F3N3,CHEMBL335316,22.0,,,,,,,,,,,,,,,,
219627,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)ccnc3cc2N1,C15H15F3N2,CHEMBL338922,5.0,,,,,,,,,,,,,,,,
219663,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,Cc1c2c(cc3c(C(F)(F)F)ccnc13)C(C)CC(C)(C)N2,C17H19F3N2,CHEMBL133054,1000.0,,,,,,,,,,,,,,,,
219839,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(NS(C)(=O)=O)nc3cc2N1,C16H18F3N3O2S,CHEMBL134180,572.0,,,,,,,,,,,,,,,,
219840,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(N)nc3cc2N1,C15H16F3N3,CHEMBL133329,1000.0,,,,,,,,,,,,,,,,
219842,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,COc1ccc(CNc2cc(C(F)(F)F)c3cc4c(cc3n2)NC(C)(C)CC4)cc1,C23H24F3N3O,CHEMBL134117,1000.0,,,,,,,,,,,,,,,,
219853,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,C[S+]([O-])c1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,C16H17F3N2OS,CHEMBL134209,20.0,,,,,,,,,,,,,,,,
219854,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(SCC(F)(F)F)nc3cc2N1,C17H16F6N2S,CHEMBL132354,1000.0,,,,,,,,,,,,,,,,
219866,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CN1c2cc3nccc(C(F)(F)F)c3cc2CCC1(C)C,C16H17F3N2,CHEMBL132609,1000.0,,,,,,,,,,,,,,,,
219869,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CN1c2cc3nc(Br)cc(C(F)(F)F)c3cc2CCC1(C)C,C16H16BrF3N2,CHEMBL133167,426.0,,,,,,,,,,,,,,,,
219876,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(S(C)(=O)=O)nc3cc2N1,C16H17F3N2O2S,CHEMBL132635,1000.0,,,,,,,,,,,,,,,,
219905,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CN1c2cc3nc(F)cc(C(F)(F)F)c3cc2CCC1(C)C,C16H16F4N2,CHEMBL133465,96.0,,,,,,,,,,,,,,,,
219906,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CN1c2cc3nc(Cl)cc(C(F)(F)F)c3cc2CCC1(C)C,C16H16ClF3N2,CHEMBL133289,294.0,,,,,,,,,,,,,,,,
219949,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CCCC[S+]([O-])c1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,C19H23F3N2OS,CHEMBL132295,96.0,,,,,,,,,,,,,,,,
220010,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(C(F)(F)F)nc3cc2N1,C16H14F6N2,CHEMBL132205,1000.0,,,,,,,,,,,,,,,,
220048,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CN(C)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,C17H20F3N3,CHEMBL132131,1000.0,,,,,,,,,,,,,,,,
220050,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CCCCSc1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,C19H23F3N2S,CHEMBL133715,1000.0,,,,,,,,,,,,,,,,
220092,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1=CC(C)(C)N(C)c2cc3nc(Cl)cc(C(F)(F)F)c3cc21,C17H16ClF3N2,CHEMBL132516,1000.0,,,,,,,,,,,,,,,,
220457,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CC1(C)CCc2cc3c(C(F)(F)F)cc(N(S(C)(=O)=O)S(C)(=O)=O)nc3cc2N1,C17H20F3N3O4S2,CHEMBL134303,1000.0,,,,,,,,,,,,,,,,
220498,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,Cc1c2c(cc3c(C(F)(F)F)cc(F)nc13)C(C)CC(C)(C)N2,C17H18F4N2,CHEMBL133825,1000.0,,,,,,,,,,,,,,,,
220499,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CNc1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,C16H18F3N3,CHEMBL335948,1000.0,,,,,,,,,,,,,,,,
220600,nM,Ki,,BAO_0000192,Ki,36140,Binding affinity for human androgen receptor transfected into mammalian COS-1 cells,B,,CHEMBL872368,10.1016/s0960-894x(00)00010-x,10743937,CHEMBL1133046,"Effects of isosteric pyridone replacements in androgen receptor antagonists based on 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethyl-8-pyridono[5,6-g]quin olines.",PUBLICATION,"A series of nonsteroidal human androgen receptor (hAR) antagonists based on 8-substituted 1,2-dihydro- and 1,2,3,4-tetrahydro-2,2-dimethyl-6-trifluoromethylpyrido[3,2-g]quin olines was synthesized. Compounds in this series were tested for the ability to bind to hAR and inhibit hAR-dependent transcription in a mammalian cellular background.",,CN1c2cc3nc(C#N)cc(C(F)(F)F)c3cc2CCC1(C)C,C17H16F3N3,CHEMBL132427,86.0,,,,,,,,,,,,,,,,
