comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21
35668,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36289, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL651962, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,C15H15F3N2O,CHEMBL436344,10.0,92.0,,,,,,,,,,,,,,,,,,,,
35703,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CCC1(CC)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C17H19F3N2O,CHEMBL282866,10.0,73.0,,,,,,,,,,,,,,,,,,,,
35704,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CC1(C)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C15H15F3N2O,CHEMBL281028,36.0,39.0,,,,,,,,,,,,,,,,,,,,
35705,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NCCC3c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C21H13F9N2O,CHEMBL285602,10.0,66.0,,,,,,,,,,,,,,,,,,,,
36096,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36289, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL651962, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CC(C)CC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C17H19F3N2O,CHEMBL282813,10.0,61.0,,,,,,,,,,,,,,,,,,,,
36141,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CCCC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C16H17F3N2O,CHEMBL280865,10.0,63.0,,,,,,,,,,,,,,,,,,,,
36246,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,C17H17F3N2O,CHEMBL431493,10.0,107.0,,,,,,,,,,,,,,,,,,,,
36285,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31,C16H15F3N2O,CHEMBL27812,10.0,56.0,,,,,,,,,,,,,,,,,,,,
36578,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36289, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL651962, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CCC1CCN(C=O)c2cc3nc(O)cc(C(F)(F)F)c3cc21,C16H15F3N2O2,CHEMBL27372,10.0,72.0,,,,,,,,,,,,,,,,,,,,
36627,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C14H13F3N2O,CHEMBL283449,16.0,48.0,,,,,,,,,,,,,,,,,,,,
36628,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CC(C)C1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,C16H17F3N2O,CHEMBL27276,10.0,81.0,,,,,,,,,,,,,,,,,,,,
36688,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36289, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL651962, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,C[C@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2C1CCC(F)(F)F,C17H16F6N2O,CHEMBL281945,12.0,72.0,,,,,,,,,,,,,,,,,,,,
36689,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 36287, Entry 1: 36291, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) in CV-1 cells was determined as a function of maximal inhibition of dihydrotestosterone using cotransfection assay, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL875047, Entry 1: CHEMBL648251, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ",,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,C16H17F3N2O,CHEMBL418198,13.0,106.0,,,,,,,,,,,,,,,,,,,,
