comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0
2539804,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1Cn1cc(COCCOCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C36H35F3N8O9S,CHEMBL4846033,53.41
2541302,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1Cn1cc(COCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C33H29F3N8O7S,CHEMBL4847531,39.21
2542290,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C33H29F3N8O7,CHEMBL4848519,51.4
2542444,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCCn1cc(COCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C38H39F3N8O9,CHEMBL4848673,57.25
2542885,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1Cn1cc(COCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C34H32F3N9O7S,CHEMBL4849114,61.47
2543992,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1Cn1cc(COCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C34H31F3N8O9,CHEMBL4850221,42.17
2544078,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(COCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C37H37F3N8O9,CHEMBL4850307,47.26
2546635,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCn1cc(COCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C35H33F3N8O8,CHEMBL4852864,72.92
2548920,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1Cn1cc(COCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C33H29F3N8O8,CHEMBL4855149,53.22
2550168,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(CCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C35H33F3N8O7,CHEMBL4856397,61.42
2551472,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCn1cc(COCCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C36H35F3N8O8,CHEMBL4857701,52.1
2552516,%,RBA,,BAO_0000179,RBA,2127699,Binding affinity to GST-tagged AR ligand binding domain (unknown origin) at 10 uM measured after 4 hrs by competitive fluorimetric binding assay relative to testosterone,B,,CHEMBL4837044,10.1016/j.bmc.2021.116331,34364224,CHEMBL4834485,"Designed, synthesized and biological evaluation of proteolysis targeting chimeras (PROTACs) as AR degraders for prostate cancer treatment.",PUBLICATION,"As a continuation of our research on developing potent and potentially safe androgen receptor (AR) degrader, a series of novel proteolysis targeting chimeras (PROTACs) containing the phthalimide degrons with different linker were designed, synthesized and evaluated for their AR degradation activity against LNCaP (AR+) cell line. Most of the synthesized compounds displayed moderate to satisfactory AR binding affinity and might lead to antagonist activity against AR. Among them, compound A16 exhibited the best AR binding affinity (85%) and degradation activity against AR. Due to the strong fluorescence properties of pomalidomide derivatives, B10 was found to be effectively internalized and visualized in LNCaP (AR + ) cells than PC-3 (AR-) cells. Moreover, the molecular docking of A16 with AR and the active site of DDB1-CRBN E3 ubiquitin ligase complex provides guidance to design new PROTAC degrons targeting AR for prostate cancer therapy. These results represent a step toward the development of novel and improved AR PROTACs.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1Cn1cc(COCCOCCOc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,C34H31F3N8O8S,CHEMBL4858745,22.97
