comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
1278575,%,Inhibition,,BAO_0000201,INH,801333,Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry,F,,CHEMBL1947978,10.1016/j.bmcl.2011.11.068,22197140,CHEMBL1944520,Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer.,PUBLICATION,"High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities.",,CC1(C)CN(CCCO)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,C17H19F3N2O3,CHEMBL1947182,87.0,,,,,,,
1278576,%,Inhibition,,BAO_0000201,INH,801333,Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry,F,,CHEMBL1947978,10.1016/j.bmcl.2011.11.068,22197140,CHEMBL1944520,Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer.,PUBLICATION,"High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities.",,CC(CO)CN1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,C18H21F3N2O3,CHEMBL1947183,96.0,,,,,,,
1278577,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 801333, Entry 1: 801333, ","Entry 0: Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry, Entry 1: Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry, ","Entry 0: F, Entry 1: F, ",,"Entry 0: CHEMBL1947978, Entry 1: CHEMBL1947978, ","Entry 0: 10.1016/j.bmcl.2011.11.068, Entry 1: 10.1016/j.bmcl.2011.11.068, ","Entry 0: 22197140, Entry 1: 22197140, ","Entry 0: CHEMBL1944520, Entry 1: CHEMBL1944520, ","Entry 0: Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer., Entry 1: Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities., Entry 1: High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities., ",,CC(O)(CO)CN1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,C18H21F3N2O4,CHEMBL1947184,17.0,27.0,,,,,,
1332412,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,Cc1ccc(-n2c(=O)n(-c3ccc(C#N)c(C(F)(F)F)c3)c3ccccc32)cc1,C22H14F3N3O,CHEMBL2011363,12.6,,,,,,,
1332413,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,CNC(=O)c1ccc(-n2c(=O)n(-c3ccc(C#N)c(C(F)(F)F)c3)c3ccccc32)cc1F,C23H14F4N4O2,CHEMBL2011364,28.7,,,,,,,
1332414,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,CNC(=O)c1ccc(Cn2c(=O)n(-c3ccc(C#N)c(C(F)(F)F)c3)c3ccccc32)cc1F,C24H16F4N4O2,CHEMBL2011365,72.5,,,,,,,
1332415,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,N#CCn1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21,C17H9F3N4O,CHEMBL2011366,94.8,,,,,,,
1332417,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,N#Cc1ccc(-n2c(=O)[nH]c3ccccc32)cc1C(F)(F)F,C15H8F3N3O,CHEMBL2011368,60.1,,,,,,,
1332419,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,N#Cc1ncc(-n2c(=O)n(Cc3ccccc3)c3ccccc32)cc1C(F)(F)F,C21H13F3N4O,CHEMBL2011370,91.0,,,,,,,
1332424,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,N#Cc1ncc(-n2c(=O)n(Cc3ccccc3)c3cccnc32)cc1C(F)(F)F,C20H12F3N5O,CHEMBL2011375,96.3,,,,,,,
1332431,%,Inhibition,,BAO_0000201,INH,812474,Antagonist activity at androgen receptor in human LNAR cells expressing ARE-PSA-LUC at 1 uM by luminescence analysis in presence of R1881,F,,CHEMBL2014260,10.1016/j.bmcl.2012.01.116,22377517,CHEMBL2010717,Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.,PUBLICATION,"Oxobenzimidazoles (e.g., 1), a novel series of androgen receptor (AR) antagonists, were discovered through de novo design guided by structure-based drug design. The compounds in this series were reasonably permeable and metabolically stable, but suffered from poor solubility. The incorporation of three dimensional structural features led to improved solubility. In addition, the observation of a 'flipped' binding mode of an oxobenzimidazole analog in an AR ligand binding domain (LBD) model, led to the design and discovery of the novel oxindole series (e.g., 2) that is a potent full antagonist of AR.",,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21,C18H13F3N2O,CHEMBL2011382,75.7,,,,,,,
1333193,%,Inhibition,,BAO_0000201,INH,812123,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,F,,CHEMBL2013627,10.1016/j.bmcl.2011.12.141,22310230,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,PUBLICATION,"Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.",,COc1cccc(OC)c1C(=O)/C=C/c1cccc([N+](=O)[O-])c1,C17H15NO5,CHEMBL2012137,85.0,,,,,,,
1333200,%,Inhibition,,BAO_0000201,INH,812123,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,F,,CHEMBL2013627,10.1016/j.bmcl.2011.12.141,22310230,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,PUBLICATION,"Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.",,COc1cccc(OC)c1C(=O)/C=C/c1ccc([N+](=O)[O-])cc1,C17H15NO5,CHEMBL2010817,90.0,,,,,,,
1333209,%,Inhibition,,BAO_0000201,INH,812123,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,F,,CHEMBL2013627,10.1016/j.bmcl.2011.12.141,22310230,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,PUBLICATION,"Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.",,COc1cccc(OC)c1C(=O)/C=C/c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C17H14N2O7,CHEMBL2012152,81.0,,,,,,,
1333228,%,Inhibition,,BAO_0000201,INH,812123,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,F,,CHEMBL2013627,10.1016/j.bmcl.2011.12.141,22310230,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,PUBLICATION,"Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.",,COc1ccc(OC)c(C(=O)/C=C/c2ccc(C#N)cc2)c1,C18H15NO3,CHEMBL2012171,82.0,,,,,,,
1333229,%,Inhibition,,BAO_0000201,INH,812123,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,F,,CHEMBL2013627,10.1016/j.bmcl.2011.12.141,22310230,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,PUBLICATION,"Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.",,COc1ccc(C(=O)/C=C/c2ccc(C#N)cc2)cc1OC,C18H15NO3,CHEMBL2012172,85.0,,,,,,,
1364622,%,Inhibition,,BAO_0000201,INH,841249,Displacement of fluormone from AR LBD after 4 hrs by fluorescence polarization assay,B,,CHEMBL2089652,10.1021/jm201438f,22280402,CHEMBL2086322,"""True"" antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer.",PUBLICATION,"Prostate cancer (PCa) therapy typically involves administration of ""classical"" antiandrogens, competitive inhibitors of androgen receptor (AR) ligands, dihydrotestosterone (DHT) and testosterone (tes), for the ligand-binding pocket (LBP) in the ligand-binding domain (LBD) of AR. Prolonged LBP-targeting leads to resistance, and alternative therapies are urgently required. We report the identification and characterization of a novel series of diarylhydrazides as selective disruptors of AR interaction with coactivators through application of structure and ligand-based virtual screening. Compounds demonstrate full (""true"") antagonism in AR with low micromolar potency, selectivity over estrogen receptors α and β and glucocorticoid receptor, and partial antagonism of the progesterone receptor. MDG506 (5) demonstrates low cellular toxicity in PCa models and dose responsive reduction of classical antiandrogen-induced prostate specific antigen expression. These data provide compelling evidence for such non-LBP intervention as an alternative approach or in combination with classical PCa therapy.",,COc1cc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)cc(OC)c1O,C22H18N2O5,CHEMBL2086964,0.0,,,,,,,
1364623,%,Inhibition,,BAO_0000201,INH,841249,Displacement of fluormone from AR LBD after 4 hrs by fluorescence polarization assay,B,,CHEMBL2089652,10.1021/jm201438f,22280402,CHEMBL2086322,"""True"" antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer.",PUBLICATION,"Prostate cancer (PCa) therapy typically involves administration of ""classical"" antiandrogens, competitive inhibitors of androgen receptor (AR) ligands, dihydrotestosterone (DHT) and testosterone (tes), for the ligand-binding pocket (LBP) in the ligand-binding domain (LBD) of AR. Prolonged LBP-targeting leads to resistance, and alternative therapies are urgently required. We report the identification and characterization of a novel series of diarylhydrazides as selective disruptors of AR interaction with coactivators through application of structure and ligand-based virtual screening. Compounds demonstrate full (""true"") antagonism in AR with low micromolar potency, selectivity over estrogen receptors α and β and glucocorticoid receptor, and partial antagonism of the progesterone receptor. MDG506 (5) demonstrates low cellular toxicity in PCa models and dose responsive reduction of classical antiandrogen-induced prostate specific antigen expression. These data provide compelling evidence for such non-LBP intervention as an alternative approach or in combination with classical PCa therapy.",,O=C(N/N=C/c1cc(Br)ccc1O)c1cc2ccccc2cc1O,C18H13BrN2O3,CHEMBL2086965,0.0,,,,,,,
1364624,%,Inhibition,,BAO_0000201,INH,841249,Displacement of fluormone from AR LBD after 4 hrs by fluorescence polarization assay,B,,CHEMBL2089652,10.1021/jm201438f,22280402,CHEMBL2086322,"""True"" antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer.",PUBLICATION,"Prostate cancer (PCa) therapy typically involves administration of ""classical"" antiandrogens, competitive inhibitors of androgen receptor (AR) ligands, dihydrotestosterone (DHT) and testosterone (tes), for the ligand-binding pocket (LBP) in the ligand-binding domain (LBD) of AR. Prolonged LBP-targeting leads to resistance, and alternative therapies are urgently required. We report the identification and characterization of a novel series of diarylhydrazides as selective disruptors of AR interaction with coactivators through application of structure and ligand-based virtual screening. Compounds demonstrate full (""true"") antagonism in AR with low micromolar potency, selectivity over estrogen receptors α and β and glucocorticoid receptor, and partial antagonism of the progesterone receptor. MDG506 (5) demonstrates low cellular toxicity in PCa models and dose responsive reduction of classical antiandrogen-induced prostate specific antigen expression. These data provide compelling evidence for such non-LBP intervention as an alternative approach or in combination with classical PCa therapy.",,O=C(N/N=C/c1cc2ccccc2cc1O)c1cc2ccccc2cc1O,C22H16N2O3,CHEMBL2086966,0.0,,,,,,,
1364625,%,Inhibition,,BAO_0000201,INH,841249,Displacement of fluormone from AR LBD after 4 hrs by fluorescence polarization assay,B,,CHEMBL2089652,10.1021/jm201438f,22280402,CHEMBL2086322,"""True"" antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer.",PUBLICATION,"Prostate cancer (PCa) therapy typically involves administration of ""classical"" antiandrogens, competitive inhibitors of androgen receptor (AR) ligands, dihydrotestosterone (DHT) and testosterone (tes), for the ligand-binding pocket (LBP) in the ligand-binding domain (LBD) of AR. Prolonged LBP-targeting leads to resistance, and alternative therapies are urgently required. We report the identification and characterization of a novel series of diarylhydrazides as selective disruptors of AR interaction with coactivators through application of structure and ligand-based virtual screening. Compounds demonstrate full (""true"") antagonism in AR with low micromolar potency, selectivity over estrogen receptors α and β and glucocorticoid receptor, and partial antagonism of the progesterone receptor. MDG506 (5) demonstrates low cellular toxicity in PCa models and dose responsive reduction of classical antiandrogen-induced prostate specific antigen expression. These data provide compelling evidence for such non-LBP intervention as an alternative approach or in combination with classical PCa therapy.",,CCCOc1ccc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)cc1,C23H20N2O3,CHEMBL2086967,0.0,,,,,,,
1378008,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 964271, Entry 1: 1853776, ","Entry 0: Inhibition of DHT-mediated AR transactivation in human LNCaP cells at 10 uM after 18 hrs by luciferase reporter gene assay relative to control, Entry 1: Inhibition of R1881 induced-AR transcriptional activity in AR-positive human 22Rv1 cells harboring ARE14 construct at 10 uM after 24 hrs by luciferase assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL2395385, Entry 1: CHEMBL4354400, ","Entry 0: 10.1021/jm400048v, Entry 1: 10.1016/j.ejmech.2019.06.040, ","Entry 0: 23713567, Entry 1: 31271960, ","Entry 0: CHEMBL2390857, Entry 1: CHEMBL4351016, ","Entry 0: Systematic structure modifications of multitarget prostate cancer drug candidate galeterone to produce novel androgen receptor down-regulating agents as an approach to treatment of advanced prostate cancer., Entry 1: Synthesis of novel galeterone derivatives and evaluation of their in vitro activity against prostate cancer cell lines., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: As part of our program to explore the influence of small structural modifications of our drug candidate 3β-(hydroxy)-17-(1H-benzimidazol-1-yl)androsta-5,16-diene (galeterone, 5) on the modulation of the androgen receptor (AR), we have prepared and evaluated a series of novel C-3, C-16, and C-17 analogues. Using structure activity analysis, we established that the benzimidazole moiety at C-17 is essential and optimal and also that hydrophilic and heteroaromatic groups at C-3 enhance both antiproliferative (AP) and AR degrading (ARD) activities. The most potent antiproliferative compounds were 3β-(1H-imidazole-1-carboxylate)-17-(1H-benzimidazol-1-yl)androsta-5,16-diene (47), 3-((EZ)-hydroximino)-17-(1H-benzimidazol-1-yl)androsta-4,16-diene (36), and 3β-(pyridine-4-carboxylate)-17-(1H-benzimidazol-1-yl)androsta-5,16-diene (43), with GI50 values of 0.87, 1.91, and 2.57 μM, respectively. Compared to 5, compound 47 was 4- and 8-fold more potent with respect to AP and ARD activities, respectively. Importantly, we also discovered that our compounds, including 5, 36, 43, and 47, could degrade both full-length and truncated ARs in CWR22rv1 human prostate cancer cells. With these activities, they have potential for development as new drugs for the treatment of all forms of prostate cancer., Entry 1: Prostate cancer is one of the main causes of male cancer-related deaths worldwide and the suppression of androgen receptor signalling is established as an effective strategy for the treatment. A series of galeterone analogues including several steroid-fused azacycles, as well as 17-(benzimidazol-1-ylimino), 16α-(benzimidazol-2-ylamino), and 16α-(benzothiazol-2-ylamino) steroid derivatives, were synthesized and tested against prostate cancer cell lines. Candidate compound 3f was shown to reduce AR-regulated transcription in a dose-dependent manner in nanomolar ranges and suppress expression of AR-regulated proteins Nkx3.1 and PSA in 22Rv1-ARE14 and VCaP cancer cell lines. Flexible docking study revealed similar position of 3f within AR binding site in comparison of galeterone even with stronger binding energy., ",,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,C26H32N2O,CHEMBL2105738,50.0,65.0,,,,,,
1426086,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,"Entry 0: 854886, Entry 1: 854886, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL2162623, Entry 1: CHEMBL2162623, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ",,N#Cc1ccc(C2=NOC3CCCCCC23)c(C(F)(F)F)c1,C16H15F3N2O,CHEMBL2159539,85.4,87.4,,,,,,
