comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25
415296,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,CC(C)[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(F)(F)F,C17H16F6N2O2,CHEMBL397561,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
415297,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,C=CCN1c2ccc3[nH]c(=O)cc(C(F)(F)F)c3c2OC[C@H]1C(C)C,C18H19F3N2O2,CHEMBL247994,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
415298,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC(F)(F)F)[C@H](Cc1ccccc1)CO3,C21H16F6N2O2,CHEMBL247995,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
415300,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,CC(C)C[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1CC(F)(F)F,C18H18F6N2O2,CHEMBL247452,98.0,,,,,,,,,,,,,,,,,,,,,,,,,
415301,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC(F)(F)F)[C@H](c1ccccc1)CO3,C20H14F6N2O2,CHEMBL247453,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
415302,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)[C@H](c1ccccc1)CO3,C22H19F3N2O2,CHEMBL397563,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
415303,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)[C@@H](c1ccccc1)CO3,C22H19F3N2O2,CHEMBL247454,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
415306,nM,EC50,,BAO_0000188,EC50,457219,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,F,,CHEMBL940820,10.1016/j.bmcl.2007.07.034,17703938,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.",PUBLICATION,"A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)C(c1ccccc1)CO3,C22H19F3N2O2,CHEMBL247637,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
425738,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C(F)(F)F)c3c1OC2,C18H12F3NO3,CHEMBL402136,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
425785,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)-c1ccccc1CO3,C17H10F3NO2,CHEMBL450334,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
425830,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,O=c1cc(C(F)(F)F)c2c(ccc3c2oc(=O)c2cccc(O)c23)[nH]1,C17H8F3NO4,CHEMBL257751,97.0,,,,,,,,,,,,,,,,,,,,,,,,,
425832,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c(=O)oc3c(ccc4[nH]c(=O)cc(C(F)(F)F)c43)c12,C18H10F3NO4,CHEMBL403219,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
425925,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)-c1c(O)cccc1OC3,C17H10F3NO3,CHEMBL253535,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
425928,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C(F)(F)F)c3c1CO2,C18H12F3NO3,CHEMBL401629,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
425972,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,C=CCC1Oc2cccc(OC)c2-c2ccc3[nH]c(=O)cc(C)c3c21,C21H19NO3,CHEMBL258384,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
426017,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(C)O2,C19H17NO3,CHEMBL253744,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
426020,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(OC)O2,C19H17NO4,CHEMBL253746,184.0,,,,,,,,,,,,,,,,,,,,,,,,,
426060,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1c(O)ccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,C18H15NO4,CHEMBL427731,306.0,,,,,,,,,,,,,,,,,,,,,,,,,
426061,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(O)O2,C18H15NO4,CHEMBL258190,208.0,,,,,,,,,,,,,,,,,,,,,,,,,
426063,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,C18H15NO3,CHEMBL256947,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
426064,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,Cc1cc(=O)[nH]c2ccc3c(c12)COc1cccc(CO)c1-3,C18H15NO3,CHEMBL257151,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
426100,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1c(OC(C)C)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,C21H19NO5,CHEMBL256768,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
426102,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1c(C(=O)OC(F)(F)F)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,C20H12F3NO6,CHEMBL256769,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
426103,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,CCOc1ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c2c1OC,C20H17NO5,CHEMBL256977,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
426105,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1c(O)ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,C18H13NO5,CHEMBL427898,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
426143,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,Cc1cc(=O)[nH]c2ccc3c4c(C(=O)OC(C)(C)C)cccc4oc(=O)c3c12,C22H19NO5,CHEMBL401711,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
426145,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1ccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c2c1,C18H13NO4,CHEMBL258397,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
426146,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,COc1cccc2oc(=O)c3c(ccc4[nH]c(=O)cc(C)c43)c12,C18H13NO4,CHEMBL450933,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
426190,nM,EC50,,BAO_0000188,EC50,467614,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,F,,CHEMBL930489,10.1016/j.bmcl.2008.03.085,18442912,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,PUBLICATION,"A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.",,Cc1cc(=O)[nH]c2ccc3c4cc(F)ccc4oc(=O)c3c12,C17H10FNO3,CHEMBL258241,240.0,,,,,,,,,,,,,,,,,,,,,,,,,
426255,nM,EC50,,BAO_0000188,EC50,479686,Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay,F,,CHEMBL935527,10.1016/j.bmcl.2008.03.062,18400499,CHEMBL1145608,"Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity.",PUBLICATION,"Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay.",,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCC(C(F)F)N3CC(F)(F)F,C15H10F8N2O2,CHEMBL256326,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
426302,nM,EC50,,BAO_0000188,EC50,479686,Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay,F,,CHEMBL935527,10.1016/j.bmcl.2008.03.062,18400499,CHEMBL1145608,"Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity.",PUBLICATION,"Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay.",,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](CF)N3CC(F)(F)F,C15H11F7N2O2,CHEMBL254798,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
426306,nM,EC50,,BAO_0000188,EC50,479686,Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay,F,,CHEMBL935527,10.1016/j.bmcl.2008.03.062,18400499,CHEMBL1145608,"Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity.",PUBLICATION,"Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay.",,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@H](CF)N3CC(F)(F)F,C15H11F7N2O2,CHEMBL429311,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
