,SMILES,target_0
97,CN=C1C=CC(=C(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C)C=C1,0
98,CCCCN(COC(=O)C)N=O,1
99,C1CCC2=C(C1)c3cc4ccccc4c5cc6ccccc6c2c35,1
100,NP(=O)(OCCC(=O)O)N(CCCl)CCCl,1
101,Nc1c(O)cc(Cc2cc(Cl)c(N)c(OS(=O)(=O)O)c2)cc1Cl,0
102,C1CSCCO1,0
103,Cc1ccccc1N,1
104,O=C1c2ccccc2c3ccccc13,0
105,C1CCCC2OC2CC1,0
106,C1Cc2c(C=C1)ccc3nc4ccc5ccccc5c4cc23,1
107,CS(=O)(=O)Nc1ccc(Nc2c3ccc(cc3nc4ccc(cc24)N=N#N)N=N#N)cc1,0
108,CN(C)CCN(Cc1ccccc1)c2ccccn2,0
109,C\C=C(/Cl)\C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,1
110,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O,0
111,CCNc1ccccc1,0
112,Nc1ccccc1SCCSc2ccccc2N,1
113,ONC(=O)c1ccccc1O,1
114,Nc1c(O)cccc1[N+](=O)[O-],0
115,CC(C)(C)c1ccc(\C=C\c2ccc(N)cc2)cc1,0
116,OC(=O)C[C@H]([C@H](CC(=O)O)C(=O)O)C(=O)O,1
117,C1Cc2cccc3cccc1c23,0
118,CN(C)CCCNc1c2ccccc2nc3c(ccc(c13)[N+](=O)[O-])N(CCO)CCO,1
119,CCCCOc1ccc(cc1)N=O,1
120,Cc1cc(c(N)cc1Cl)S(=O)(=O)O,1
121,COC(=O)C1=CCCN(C)C1,1
122,CNC(=O)ON,1
123,OC(=O)C=C,0
124,OC(=O)CC(=O)O,0
125,CCCCC=O,0
126,O=Nc1ccccc1c2ccccc2,1
127,CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)c5nccc(O)n5,0
128,CSC(C)(C)C(=O)NC(CS)C(=O)O,0
129,C[n+]1ccc(cc1)c2cc[n+](C)cc2,0
130,OC(CN=N#N)C(O)C(O)C(O)C=O,1
131,CCCCCNc1snc2ccccc12,0
132,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,0
133,Cc1ccc(cc1S(=O)(=O)O)[N+](=O)[O-],0
134,OS(=O)(=O)c1cccc(c1)[N+](=O)[O-],0
135,COc1ccc(O)c(c1)C(C)(C)C,0
136,[O-][N+](=O)c1ccc2C(=O)N(CCl)C(=O)c2c1,1
137,CC1CC(C)(C)c2cc(C(=O)C)c(C)cc2C1(C)C,0
138,OCc1cc2ccc3cccc4ccc(c1)c2c34,1
139,CCCCON(OC(=O)C)C(=O)c1ccc(cc1)c2ccccc2,1
140,C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@H]1CC[C@@]2(O)C#C,0
141,N#Cc1ccccc1C#N,0
142,CC(=O)Nc1cc(ccc1C)N=[N+]([O-])c2ccc(C)c(NC(=O)C)c2,0
143,CC(C)OC(=O)C1=C(C)N=C(N)C(=C(O)OC2CN(C2)C(c3ccccc3)c4ccccc4)C1c5cccc(c5)[N+](=O)[O-],0
144,C1CN=C(N1)c2ccc(cc2)c3cc4ccc(cc4[nH]3)C5=NCCN5,0
145,CC1CC2C(Cc3c[nH]c4cccc2c34)N(C)C1,1
146,CCCCCCOC(=O)C=C,0
147,CN(C)N=Nc1ccc(cc1)C(=O)O,0
148,ClC(Cl)(Cl)c1ccccc1,1
149,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC\C=C\CCCCCCCC,0
150,CC1(C)OC1COc2c3OC(=O)C=Cc3cc4ccoc24,0
151,CCC(CC)[N+](=O)[O-],0
152,CCCC(=O)\N=C\1/SN(C(=O)CCC)c2ccc(cc12)[N+](=O)[O-],1
153,Cc1ccc(cc1)C#N,0
154,[O-][N+](=O)c1ccc2ccc3ccc(c4c5ccccc5c1c2c34)[N+](=O)[O-],0
155,COc1nsc2cc(OCC3CO3)ccc12,1
156,OC(=O)c1c(Cl)c(Cl)c(Cl)c2Oc3c(Br)c(O)c(Br)cc3C(=O)c12,0
157,CCCCN(N=O)C(=N)N[N+](=O)[O-],1
158,CCCON=O,1
159,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,0
160,OC1C2OC2C3=C(C=CC4C3c5cccc6cccc4c56)C1O,1
161,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,0
162,C1Cc2ccc3ccc4ccccc4c3c2C1,1
163,NCCC#N,0
164,Clc1cccc2oc3ccccc3c12,0
165,C[C@@H]1C=Cc2c1ccc3c2ccc4ccccc34,1
166,CCCCC,0
167,Cc1cccc(O)c1,0
168,CCCC(=O)OCc1ccccc1[N+](=O)[O-],0
169,BrCc1ccccc1,1
170,NC(CCN=N#N)C(=O)O,1
171,COc1ccc2oc(cc2c1N(CCCl)CCCl)[N+](=O)[O-],1
172,CC(C)CCOC(=O)\C=C/c1ccccc1,0
173,FC(F)(F)c1ccccc1Cl,0
174,Cc1ccc(cc1)S(=O)(=O)NN,1
175,FC(F)C(F)(F)F,0
176,Cc1ccccc1S(=O)(=O)N,0
177,Cc1cnc(S)nc1O,0
178,[O-][N+](=O)c1ccc(Cl)c(c1)[N+](=O)[O-],1
179,c1cc2ccc3cncc4ccc(c1)c2c34,1
180,ClC(=C1C(=O)NC(=O)C1(Cl)Cl)Cl,1
181,c1ccc2cc3c(ccc4cccnc34)cc2c1,1
182,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,1
183,Cc1ccc(N)c(C)c1,1
184,CN(C[C@H](O)CO)N=O,1
185,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(c1)C(F)(F)F,0
186,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,1
187,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
188,CC12CCCC(C)(C1CCC34CC(O)(CCC23)C5(CO5)C4)C(=O)O,0
189,O[C@H]1C=Cc2c(ccc3c4cccc5cccc(c23)c45)[C@@H]1O,1
190,CC1C2C(=Nc3ccccc23)N(C)c4ccc(C)cc14,1
191,OC(=O)\C=C\c1ccc(Cl)cc1,0
192,CCc1ccc(cc1)[N+](=O)[O-],0
193,NC(=O)CCCCC(=O)N,0
194,[O-][N+](=O)c1cccc2c1ccc3cccc(c23)[N+](=O)[O-],1
195,CCCCOC(=O)c1ccccc1C(=O)OCCCC,0
196,OC(=O)C1Cc2c(CN1)[nH]c3ccccc23,0
197,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,0
198,NC(CS\C(=C(/Cl)\C(Cl)(Cl)Cl)\Cl)C(=O)O,1
199,[O-][N+](=O)c1ccc(cc1)C(=O)ON(OCc2ccccc2)C(=O)c3ccccc3,1
200,COc1cccc(N)c1,1
201,CCCNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],1
202,O=P1(Oc2ccccc2)OCc3ccccc3O1,1
203,Cc1cc(ccc1N=Nc2c(O)c3c(O)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(O)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(C)c4,0
204,CN(C)c1ccc(cc1)N=O,1
205,CN(C)N=Nc1ccc(Br)cc1,1
206,CC(=C)C(=O)OC(C)(C)C,0
207,CCc1ccccc1,0
208,Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,0
209,Nc1ccc2c3ccccc3c4cccc1c24,1
210,CNCc1oc(CSCCN=C(NC[C@H](O)c2ccc(O)cc2)NS(=O)(=O)C)cc1,0
211,Nc1ccc(cc1C#N)[N+](=O)[O-],1
212,Cc1cccc(N)c1N,1
213,CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC,0
214,Nc1cccc2cccnc12,1
215,CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(=O)C)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)C(=O)Nc4ccc(C)cc4C,0
216,N#CCCNCCC#N,0
217,CC(C)C=O,0
218,Nc1nc2cc(Cl)c(Cl)cc2s1,0
219,COc1ccc(C=C)cc1,0
220,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC12C,0
221,Clc1ccnc2ccccc12,1
222,COC1=CC(=O)c2c([nH]cc3c4cnccc4nc23)C1=O,1
223,ClCC1=C(Br)C(=O)OC1,1
224,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,0
225,COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5cc(C[C@@H]6N(C)CCc7cc(OC)c(OC)c(Oc(c1)c23)c67)ccc5OC)cc4,1
226,CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4ccc5[nH]c(nc5c4)c6ccc(O)cc6,0
227,OS(=O)(=O)C1=CC(=O)C(=O)c2ccccc12,1
228,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ncc(s2)[N+](=O)[O-],0
229,NC(=N)S(=O)O,0
230,Cc1c(ccc2ccccc12)[N+](=O)[O-],1
231,CC(=O)ON(OCc1ccc(Br)cc1)C(=O)c2ccccc2,1
232,CP1(C)NP(C)(C)NP(C)(C)N1,0
233,CC(C)CCOCC(=O)OCC=C,0
234,Cl[C@@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@@H]1Cl,0
235,OC1C2OC2c3c(ccc4cc5ccc6ccccc6c5nc34)C1O,1
236,C[C@]12CC[C@@H]3[C@@H](CCc4cc(O)ccc34)[C@H]1CC[C@@H]2O,0
237,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0
238,CNC(=O)CSP(=S)(OC)OC,1
239,CC[N+]([O-])(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12,1
240,COc1cc2C(=O)CCc2c3c(C)cc4ccccc4c13,1
241,CCOc1ccccc1C(=O)N,0
242,OS(=O)(=O)c1ccc2cc(Oc3ccc4cc(ccc4c3)S(=O)(=O)O)ccc2c1,0
243,CS(=O)c1ccc(Cl)cc1,0
244,CCCCCCCC\C=C/CCCCCCCCN,1
245,NCCCNCCCN,0
246,NCCNCCO,1
247,COC(=O)[C@]12O[C@@]1(C)[C@@](O)(NC2=O)C(C)C,1
248,CCOS(=O)(=O)OCC,1
249,COc1cc(O)c2C(=O)c3c(O)cc(C)cc3Cc2c1,1
250,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@]2(O)C#C,0
251,Cc1ccc(OC[C@H]2CO2)cc1,1
252,[O-][N+](=O)c1ccc2c3ccccc3cc(c2c1)[N+](=O)[O-],1
253,CC1=CC(=O)c2ccccc2C1=O,1
254,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0
255,Cc1ccc(Cl)cc1[N+](=O)[O-],0
256,O=C([C@@H]1CO1)c2ccc3OCOc3c2,1
257,CCCC(=O)OC1CCCCC1,0
258,CC1Cc2c(O)c(C)c3C4C(CCC(=C)c3c2C1=O)C4(C)C,0
259,CCC1(O)CC(OC2CC(C(OC3CC(O)C(O)C(C)O3)C(C)O2)N(C)C)c4c(O)c5C(=O)c6c(O)ccc(O)c6C(=O)c5cc4C1C(=O)OC,1
260,CCCCCCCCC=O,0
261,CS(=N)(=O)CCC(N)C(=O)O,0
262,COc1ccccc1NCSC,1
263,Clc1cccc(C=O)c1,0
264,CCC1=C(C(C)c2cc(O)ccc12)c3ccc(O)cc3,0
265,CCCCCCCCN1SC=CC1=O,0
266,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(=O)C)c(C)c(C)c2O1,0
267,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O,0
268,c1ccc2cnncc2c1,0
269,OS(=O)(=O)OCc1c2ccccc2c3ccc4cccc5ccc1c3c45,1
270,O=CC(=O)c1ccccc1,1
271,Oc1ccc(cc1[N+](=O)[O-])c2ccc(O)c(c2)[N+](=O)[O-],0
272,[O-][N+](=O)c1cccc(COC(=O)c2ccccc2)c1,0
273,COC(=O)\C(=C\c1ccccc1Br)\C#N,0
274,[O-][N+](=O)c1ccc2c(oc3ccc(cc23)[N+](=O)[O-])c1,1
275,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])N=[N+]([O-])c2cc(cc(c2C)[N+](=O)[O-])[N+](=O)[O-],1
276,C1CSCN1,1
277,OCCc1cn(N=O)c2ccccc12,1
278,CN(Cc1cccc(C)c1)N=O,1
279,CC(C)(CO)CO,0
280,ClN1C(=O)NC(=O)N(Cl)C1=O,0
281,COC(=O)\C(=C\c1occc1)\C#N,0
282,COc1cc(c(O)c(c1)C(C)(C)C)c2cc(OC)cc(c2O)C(C)(C)C,0
283,Nc1ccc(cc1)C(=O)O,0
284,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1
285,OC(=O)\C=C\c1ccccc1,0
286,[O-][N+](=O)c1cccc(c1)C#N,1
287,COc1cc2CCN(C)c3cc4cc5OCOc5cc4c(c1OC)c23,0
288,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,0
289,CCN(CC)c1ccc(cc1)[N+](=O)[O-],1
290,CCCCON(OC(=O)C)C(=O)c1ccc(cc1)C(C)(C)C,1
291,C\C=C(/C)\CCl,1
292,COc1cc(CC2CO2)ccc1O,1
293,Cc1c2ccccc2cc3c4C5OC5C(O)C(O)c4ccc13,1
294,COCCO,0
295,Fc1cc2ccccc2c3ncccc13,1
296,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,1
297,CC1(CO1)c2ccc(cc2)C#N,1
298,Cc1ccc(NCCO)cc1O,0
299,C1OCc2ccccc12,1
300,Fc1ccc(cc1)\C(=C\C=C\c2ccccc2)\C#N,1
301,COC1=NC(=O)N(CC(O)CN=N#N)C=C1,1
302,[O-][N+](=O)c1ccc(Oc2ccc(cc2)N=C=S)cc1,1
303,CC(C)C(C)C,0
304,c1ccc2nc3c4ccccc4c5ccccc5c3cc2c1,1
305,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(C(=O)NC2=O)C(F)(F)F,1
306,CNc1ccccc1,0
307,OC(=O)C(=O)C(=O)O,0
308,C1c2cccc3ccc4c5ccccc5cc1c4c23,1
309,CC(=O)Oc1ccc2c(OC3(C)OOC23C)c1,1
310,CCOc1ccc(NC(=O)C)cc1[N+](=O)[O-],1
311,C\C=C\1/C[C@H]2C[C@@H]1C=C2,0
312,[O-][N+](=O)c1ccc2ccc3c4CCC=Cc4cc5ccc1c2c35,1
313,Nc1ncnc2c1nc(c3ccc(cc3)[N+](=O)[O-])n2c4ccc(cc4)[N+](=O)[O-],1
314,ON=C1CCCCC1,1
315,COC1=CC(=O)c2c([nH]cc3c4ccccc4nc23)C1=O,1
316,NC(=N)NNc1ccc(cc1)N=NC(=S)N,1
317,CCc1c2ccccc2cc3c1ccc4ccccc34,1
318,Cc1cnc2c(ccc3c2nc(N)n3C)n1,1
319,BrC(=C)C=O,1
320,[O-][N+](=O)c1ccnc2ccccc12,1
321,Cn1c(N)nc2nc3ncccc3cc12,0
322,CN1CCC23C4Oc5c(O)ccc(CC1C2C=CC4O)c35,0
323,Oc1ccc2ccc3[nH]c4ccc5ccccc5c4c3c2c1,1
324,CCCCCCCCCCO,0
325,[O-][N+](=O)c1ccc(c2ccccc2[N+](=O)[O-])c(c1)[N+](=O)[O-],1
326,Cc1cccc(c1)C(=O)Cl,1
327,OCC1OC(CC1O)N2C=C(CCCl)C(=O)NC2=O,1
328,Nc1cccc2cnsc12,1
329,COc1c2ccoc2[n+]([O-])c3ccccc13,0
330,COc1cc2O[C@@H]3OC=C[C@H]3c2c4Oc5cccc(O)c5C(=O)c14,1
331,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,0
332,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC34C)C(=O)O)C2C1)C(=O)O,0
333,OC(=O)CCC(=O)Nc1ccc(Cl)cc1,0
334,OC(Cn1ccnc1)c2ccc(CCc3ccccc3)cc2,0
335,CCCCOP(=O)(OCCCC)OCCCC,0
336,COC(=O)\C(=C\c1oc(Br)cc1)\C#N,0
337,CC(C)(CO)C(O)C(=O)NCCC(=O)O,0
338,ClCc1ccc2ccc3cccc4ccc1c2c34,1
339,O[C@@H]1C=Cc2c(cc3ccc4c(ccc5ccc2c3c45)[N+](=O)[O-])[C@H]1O,1
340,c1ccc2nccnc2c1,1
341,N#CC1=Cc2cccc3cccc1c23,1
342,CN1CCc2cc3OCOc3c4c5ccccc5CC1c24,1
343,CC1(C)C2CCC(=C)C1C2,0
344,NC(=N)NS(=O)(=O)c1ccc(N)cc1,0
345,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)N(C)C,0
346,CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,1
347,Nc1cc(c(c2ccccc2)c(c1)[N+](=O)[O-])[N+](=O)[O-],1
348,OCCBr,1
349,CC(C)CCCC(C)C1CCC2C3C(OO)C=C4CC(O)CCC4(C)C3CCC12C,1
350,C[C@@H](O)CN(C)c1ccc(NN)nn1,1
351,Oc1ccc(cc1)c2ccccc2,1
352,CC(=O)\C=C/C1=C(C)CCCC1(C)C,0
353,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@@H]([C@@H](O)[C@H](C)O5)N(C)C)c4c(O)c3C(=O)c12)C(=O)C,1
354,COc1cc(ccc1N)[N+](=O)[O-],1
355,C\C=C/1\C[C@H](C)[C@](O)(CO)C(=O)OCC2=CC[N@@+]3([O-])CC[C@@H](OC1=O)[C@@H]23,0
356,COC1(NC(=O)CSCC(N)C(=O)O)C2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C,0
357,CN(C)CCCN1C=CN(C)C1\C=N\O,0
358,CC12OOC1(C)c3c(O2)ccc4ccccc34,0
359,CN(C)CCNC(=O)c1cccc2nc(oc12)c3ccccc3,0
360,OCCCCl,1
361,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0
362,CC(=O)OC[C@H](O)CO,1
363,COCC(=O)O,0
364,Oc1ccc2ccccc2c1N=O,0
365,Cc1c(N)cccc1N=Nc2cccc(N)c2C,1
366,Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],0
367,Clc1ccc(cc1)C(Cl)(Cl)Cl,1
368,CC(=O)c1ccc([nH]1)[N+](=O)[O-],1
369,Nc1ncnc2c1cnn2CC(O)CN=N#N,1
370,NC(=O)c1cnccn1,0
371,OC1C2OC2c3c(ccc4ccccc34)C1O,1
372,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,0
373,Clc1cc(cc(Cl)c1Cl)N2C(=O)CCC2=O,0
374,CSc1cc(SC)c(N)c(C)c1N,1
375,CCN(N)c1ccccc1,1
376,CCOCCOCCOCC,0
377,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0
378,CC(C)(C)OOC(C)(C)C,0
379,CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(=O)C)cc2,0
380,Nc1cc2c3C=C[C@@H](O)[C@H](O)c3ccc2c4ccccc14,1
381,N\C(=N/OS(=O)(=O)O)\c1ccccc1,0
382,ClCc1cc2cccc3ccc4c5ccccc5cc1c4c23,1
383,O[C@H]1CC(=C[C@@H](O)[C@@H]1O)C(=O)O,0
384,CC1c2cc(C)ccc2c3ccc(C)cc13,0
385,CC(=O)OC1Cc2ccc3ccc4cccc5cc1c2c3c45,1
386,CC(=O)Nc1ccc(cc1)N=Nc2cc(C)ccc2O,1
387,CNC(=O)NOC(=O)NC,1
388,O=S1(=O)CCCO1,1
389,Cn1c(N)nc2c3cnccc3ccc12,1
390,OC1OC(=O)C(=C1C(Cl)Br)Cl,1
391,Cc1ccc(CN2C3C2c4ccccc4c5ccccc35)cc1,1
392,Nc1ccc(Sc2ccccc2)cc1,1
393,CC(=O)N(O)c1ccc2ccccc2c1,1
394,CNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],1
395,[O-][N+](=O)c1ccc2ccc3c4ccccc4c(c5ccc1c2c35)[N+](=O)[O-],1
396,[O-][N+](=O)c1ccc2c(oc3ccccc23)c1,1
397,CCCCCC(=O)N,0
398,CNc1ccc2nccnc2c1C,1
399,O=C(\C=C\c1ccc(cc1)c2ccccc2)c3ccccc3,0
400,Cc1c(Cl)cnc2ccccc12,0
