comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
IIDUEMFQESPWAP-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,106877,Antagonist activity at androgen receptor (unknown origin) expressed in African green monkey COS7 cells assessed as inhibition of R1881-induced protein activation at 10 uM after 24 hrs by luciferase reporter gene assay relative to control,,,29117897,1344,10.1016/j.ejmech.2017.10.031,CHEMBL4138152,Exploring the tetrahydroisoquinoline thiohydantoin scaffold blockade the androgen receptor as potent anti-prostate cancer agents.,"Xu X, Ge R, Li L, Wang J, Lu X, Xue S, Chen X, Li Z, Bian J.","Prostate cancer (PC) is a major cause of cancer-related male death in worldwide and the identification of new and improved potent anti-PC molecules is constantly required. A novel scaffold of tetrahydroisoquinoline thiohydantoin was rationally designed based on the enzalutamide structures and our pre-work, leading to the discovery of a series of new antiproliferative compounds. Several new analogues displayed improved androgen receptor (AR) antagonistic activity, while maintaining the higher selective toxicity toward LNCaP cells (AR-rich) versus DU145 cells (AR-deficient) compared to enzalutamide. In fact, compound 55 exhibited promising in vitro antitumor activity by impairing AR unclear translocation. More importantly, 55 showed better pharmacokinetic properties compared to the compound 1 reported in our pre-work. These results demonstrate a step towards the development of novel and improved AR antagonists.","InChI=1S/C23H21F3N4O3S2/c1-2-3-8-35(32,33)28-17-6-4-14-10-20-21(31)30(22(34)29(20)13-16(14)9-17)18-7-5-15(12-27)19(11-18)23(24,25)26/h4-7,9,11,20,28H,2-3,8,10,13H2,1H3",0.57,-1.63,29.5,,,,,,,
IJLHRLTVSYBFJA-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,103955,Antagonist activity at androgen receptor (unknown origin) expressed in COS-7 cells assessed as inhibition of R1881-induced MMTV promoter activity at 10 uM by luciferase reporter gene assay relative to control,,,27810589,1022,10.1016/j.ejmech.2016.10.049,CHEMBL4000170,Design and synthesis of indoline thiohydantoin derivatives based on enzalutamide as antiproliferative agents against prostate cancer.,"Zuo M, Xu X, Xie Z, Ge R, Zhang Z, Li Z, Bian J.","A novel scaffold of indoline thiohydantoin was discovered as potent androgen receptor (AR) antagonist through rational drug designation. Several compounds showed good biological profiles in AR binding and higher selective toxicity than enzalutamide toward LNCaP cells (AR-rich) versus DU145 cells (AR-deficient). In addition, the docking studies supported the rationalization of the biological evaluation. Among these compounds, the representative compound 48c exhibited the strongest inhibitory effect on LNCaP growth and also acted as a competitive AR antagonist. Further preliminary mechanism study confirmed that 48c exerted its AR antagonistic activity through impairing AR nuclear translocation. All these results indicated that the novel scaffold compounds demonstrated AR antagonistic behavior and promising candidates for future development were identified.","InChI=1S/C18H9F3N4O3S/c19-18(20,21)13-7-11(2-1-9(13)8-22)23-16(26)15-6-10-5-12(25(27)28)3-4-14(10)24(15)17(23)29/h1-5,7,15H,6H2",0.42,-1.67,21.8,,,,,,,
ILGOICKJVGZODR-FIBGUPNXSA-N,%,Inhibition,,BAO_0000201,INH,,117365,Displacement of [3H]-methyltrienolone from human androgen receptor at 10 uM incubated for 1440 mins by scintillation counting analysis relative to control,,,32944146,1779,10.1021/acsmedchemlett.0c00432,CHEMBL4665820,Discovery of VU6027459: A First-in-Class Selective and CNS Penetrant mGlu Positive Allosteric Modulator Tool Compound.,"Reed CW,Kalbfleisch JJ,Wong MJ,Washecheck JP,Hunter A,Rodriguez AL,Blobaum AL,Conn PJ,Niswender CM,Lindsley CW","Herein, we report the discovery of the first selective and CNS penetrant mGlu PAM (VU6027459) derived from a ""molecular switch"" within a selective mGlu NAM chemotype. VU6027459 displayed CNS penetration in both mice (K = 2.74) and rats (K= 4.78), it was orally bioavailable in rats (%F = 69.5), and undesired activity at DAT was ablated.","InChI=1S/C21H18F2N4O/c1-28-19-11-15(22)10-16-20(19)25-13-14(12-24)21(16)27-8-6-26(7-9-27)18-5-3-2-4-17(18)23/h2-5,10-11,13H,6-9H2,1H3/i1D3",0.69,-1.59,50.0,,,,,,,
INASOKQDNHHMRE-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,45452,Antagonist activity at gal-AR expressed in african green monkey CV1 cells co-expressing MH100 with GRIP1 co-factor at 10 uM by luciferase reporter gene assay,In vitro,,19159286,907,10.1021/jm8014124,CHEMBL1140941,"Discovery of XL335 (WAY-362450), a highly potent, selective, and orally active agonist of the farnesoid X receptor (FXR).","Flatt B, Martin R, Wang TL, Mahaney P, Murphy B, Gu XH, Foster P, Li J, Pircher P, Petrowski M, Schulman I, Westin S, Wrobel J, Yan G, Bischoff E, Daige C, Mohan R.","Azepino[4,5-b]indoles have been identified as potent agonists of the farnesoid X receptor (FXR). In vitro and in vivo optimization has led to the discovery of 6m (XL335, WAY-362450) as a potent, selective, and orally bioavailable FXR agonist (EC(50) = 4 nM, Eff = 149%). Oral administration of 6m to LDLR(-/-) mice results in lowering of cholesterol and triglycerides. Chronic administration in an atherosclerosis model results in significant reduction in aortic arch lesions.","InChI=1S/C25H24F2N2O3/c1-14(2)32-24(31)17-12-29(23(30)15-9-10-18(26)19(27)11-15)13-25(3,4)21-16-7-5-6-8-20(16)28-22(17)21/h5-12,14,28H,13H2,1-4H3",0.57,-0.60,26.0,,,,,,,
INUPHHDMRWBZIG-VQHVLOKHSA-N,%,Inhibition,,BAO_0000201,INH,,61470,Antagonist activity at androgen receptor in human LNCAP cells assessed as decrease in prostate specific antigen mRNA level at 2.5 uM after 20 hrs by real time RT-PCR analysis,,440133,22310230,2109,10.1016/j.bmcl.2011.12.141,CHEMBL2010800,Methoxychalcone inhibitors of androgen receptor translocation and function.,"Kim YS, Kumar V, Lee S, Iwai A, Neckers L, Malhotra SV, Trepel JB.","Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.","InChI=1S/C18H15NO3/c1-21-15-8-10-18(22-2)16(11-15)17(20)9-7-13-3-5-14(12-19)6-4-13/h3-11H,1-2H3/b9-7+",0.63,-0.53,82.0,,,,,,,
IPNVPNVJGPSXDR-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,90498,Inhibition of androgen receptor binding function 3 in eGFP-expressing human LNCAP cells containing androgen-responsive probasin-derived promoter assessed as reduction in androgen receptor transcriptional activity at 3 uM after 3 days,,698879,25025737,6872,10.1021/jm500684r,CHEMBL3351962,Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).,"Ban F, Leblanc E, Li H, Munuganti RS, Frewin K, Rennie PS, Cherkasov A.","To overcome resistance to conventional anti-androgens of human androgen receptor (AR), the allosteric site of the AR binding function 3 (BF3) was investigated as an alternative target for small molecule therapeutics. A library of 1H-indole-2-carboxamides were discovered as BF3 inhibitors and exhibited strong antiproliferative activity against LNCaP and enzalutamide-resistant prostate cancer cell lines. Several of the lead compounds may prove of particular benefit as a novel alternative treatment for castration-resistant prostate cancers.","InChI=1S/C18H19FN2O2/c1-11(2)21(10-15-7-4-12(3)23-15)18(22)17-8-13-5-6-14(19)9-16(13)20-17/h4-9,11,20H,10H2,1-3H3",0.78,-1.94,50.0,,,,,,,
IRCHMBHSSBPTQR-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 65642, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ",,"Entry 0: 479295, Entry 1: 479295, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: 6327, Entry 1: 6327, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ","InChI=1S/C14H13F4NO/c15-8-5-6-9(11(7-8)14(16,17)18)13-10-3-1-2-4-12(10)20-19-13/h5-7,10,12H,1-4H2",0.71,-0.67,84.6,87.7,,,,,,
IUGIFMBKADQHGI-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,Inhibition,,36143,Displacement of [3H]dihydrotesterone from androgen receptor at 10 uM,,,17587578,4905,10.1016/j.bmcl.2007.06.036,CHEMBL1146208,"Discovery and optimization of novel, non-steroidal glucocorticoid receptor modulators.","Ray NC, Clark RD, Clark DE, Williams K, Hickin HG, Crackett PH, Dyke HJ, Lockey PM, Wong M, Devos R, White A, Belanoff JK.",A virtual screening approach comprising a 3-D similarity search based on known GR modulators was used to identify a novel series of non-steroidal glucocorticoid receptor (GR) antagonists. Optimization of the initial hit to provide potent compounds which exhibit good selectivity against other steroidal nuclear hormone receptors is described.,"InChI=1S/C23H25N3O2/c27-22-20(16-18-9-5-2-6-10-18)21(24-23(28)25-22)26-13-11-19(12-14-26)15-17-7-3-1-4-8-17/h1-10,19H,11-16H2,(H2,24,25,27,28)",0.72,-0.37,24.0,,,,,,,
IUOOVKPSBULGQS-SVBPBHIXSA-N,%,Inhibition,,BAO_0000201,INH,,117168,Antagonist activity at recombinant androgen receptor (unknown origin) transfected in human PC-3 cells co-transfected with PSA and luciferase at 10 uM incubated for 24 hrs by dual luciferase reporter gene assay relative to control,,,30711833,242,10.1016/j.ejmech.2019.01.036,CHEMBL4665623,Rational drug design for androgen receptor and glucocorticoids receptor dual antagonist.,"Wu M,Xie Y,Cui X,Huang C,Zhang R,He Y,Li X,Liu M,Cen S,Zhou J","Prostate cancer (PCa) is the most frequently diagnosed male malignant tumor and remains the second leading cause of male cancer mortality in the western countries. The second-generation antiandrogen enzalutamide (ENZa) can prolong survival time for patients with mCRPC. However, the overexpression of glucocorticoids receptor (GR) in mCRPC cells causes the resistance of antiandrogen and leads to the failure of androgen receptor (AR) targeting therapy. Herein, based on the chemical structures of antiandrogen and crystal structure of GR, we set up to develop GR/AR (GR and AR) dual antagonist by virtual screening and biological evaluation. We identified Z19 as a dual AR/GR antagonist. Z19 inhibited the transcription activity of both AR and GR, reducing both protein and mRNA level of the downstream proteins of GR and AR signaling, and provided a potential lead compound for the development of novel treatment agents of prostate cancer. Our work demonstrates that rational drug design is an efficient strategy in development of the GR/AR dual antagonist for the treatment of prostate cancer.","InChI=1S/C28H25N3O4/c1-34-24-12-3-2-11-23(24)26-27(35-22-10-5-7-19(16-22)17-29)28(33)31(26)18-20-8-4-9-21(15-20)30-14-6-13-25(30)32/h2-5,7-12,15-16,26-27H,6,13-14,18H2,1H3/t26-,27-/m0/s1",0.49,-1.08,20.0,,,,,,,
IVIYDHTVCLPJQV-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,117365,Displacement of [3H]-methyltrienolone from human androgen receptor at 10 uM incubated for 1440 mins by scintillation counting analysis relative to control,,,32944146,1779,10.1021/acsmedchemlett.0c00432,CHEMBL4665820,Discovery of VU6027459: A First-in-Class Selective and CNS Penetrant mGlu Positive Allosteric Modulator Tool Compound.,"Reed CW,Kalbfleisch JJ,Wong MJ,Washecheck JP,Hunter A,Rodriguez AL,Blobaum AL,Conn PJ,Niswender CM,Lindsley CW","Herein, we report the discovery of the first selective and CNS penetrant mGlu PAM (VU6027459) derived from a ""molecular switch"" within a selective mGlu NAM chemotype. VU6027459 displayed CNS penetration in both mice (K = 2.74) and rats (K= 4.78), it was orally bioavailable in rats (%F = 69.5), and undesired activity at DAT was ablated.","InChI=1S/C21H19FN4O/c1-27-19-8-4-5-16-20(19)24-14-15(13-23)21(16)26-11-9-25(10-12-26)18-7-3-2-6-17(18)22/h2-8,14H,9-12H2,1H3",0.71,-1.51,50.0,,,,,,,
IXRLEZPGACZDIB-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,ANTAGONIST,122349,Inhibition of AR transcriptional activity in human LNCaP cells harboring ARR2PB-eGFP at 10 uM incubated for 72 hrs by fluorescence assay,,,34809430,17238,10.1021/acs.jmedchem.1c01287,CHEMBL5055679,Discovery of a Novel Androgen Receptor Antagonist Manifesting Evidence to Disrupt the Dimerization of the Ligand-Binding Domain via Attenuating the Hydrogen-Bonding Network Between the Two Monomers.,"Fu W, Zhang M, Liao J, Tang Q, Lei Y, Gong Z, Shan L, Duan M, Chai X, Pang J, Tang C, Wang X, Xu X, Li D, Sheng R, Hou T.","Androgen receptor (AR) has proved to be a vital drug target for treating prostate cancer. Here, we reported the discovery of a novel AR antagonist <b>92</b> targeting the AR ligand-binding pocket, but distinct from the marketed drug enzalutamide (Enz), <b>92</b> demonstrated inhibition on the AR ligand-binding domain (LBD) dimerization, which is a novel mechanism reported for the first time. First, a novel hit (<b>26</b>, IC<sub>50</sub> = 5.57 μM) was identified through virtual screening based on a theoretical AR LBD dimer bound with the Enz model. Then, guided by molecular modeling, <b>92</b> was discovered with 32.7-fold improved AR antagonistic activity (IC<sub>50</sub> = 0.17 μM). Besides showing high bioactivity and safety, <b>92</b> can inhibit AR nuclear translocation. Furthermore, <b>92</b> inhibited the formation of the AR LBD dimer, possibly through attenuating the hydrogen-bonding network between the two monomers. This interesting finding would pave the way for the discovery of a new class of AR antagonists.","InChI=1S/C15H12F3NO2/c16-15(17,18)9-4-3-5-10(8-9)19-13(20)11-6-1-2-7-12(11)14(19)21/h1-5,8,11-12H,6-7H2",0.59,-1.17,40.0,,,,,,,
IYIBSFQMWALFFX-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,Inhibition,,36143,Displacement of [3H]dihydrotesterone from androgen receptor at 10 uM,,,17587578,4905,10.1016/j.bmcl.2007.06.036,CHEMBL1146208,"Discovery and optimization of novel, non-steroidal glucocorticoid receptor modulators.","Ray NC, Clark RD, Clark DE, Williams K, Hickin HG, Crackett PH, Dyke HJ, Lockey PM, Wong M, Devos R, White A, Belanoff JK.",A virtual screening approach comprising a 3-D similarity search based on known GR modulators was used to identify a novel series of non-steroidal glucocorticoid receptor (GR) antagonists. Optimization of the initial hit to provide potent compounds which exhibit good selectivity against other steroidal nuclear hormone receptors is described.,"InChI=1S/C22H22ClN3O2/c23-18-8-4-7-17(14-18)16-9-11-26(12-10-16)20-19(21(27)25-22(28)24-20)13-15-5-2-1-3-6-15/h1-8,14,16H,9-13H2,(H2,24,25,27,28)",0.71,-0.74,13.0,,,,,,,
IZEKFCXSFNUWAM-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,Inhibition,,39382,Activity at androgen receptor ligand binding domain assessed as inhibition of SRC2-3 interaction at 50 uM after 2 hrs by fluorescence polarization assay,,,17911242,16079,10.1073/pnas.0708036104,CHEMBL1147068,A surface on the androgen receptor that allosterically regulates coactivator binding.,"Estébanez-Perpiñá E, Arnold LA, Nguyen P, Rodrigues ED, Mar E, Bateman R, Pallai P, Shokat KM, Baxter JD, Guy RK, Webb P, Fletterick RJ.","Current approaches to inhibit nuclear receptor (NR) activity target the hormone binding pocket but face limitations. We have proposed that inhibitors, which bind to nuclear receptor surfaces that mediate assembly of the receptor's binding partners, might overcome some of these limitations. The androgen receptor (AR) plays a central role in prostate cancer, but conventional inhibitors lose effectiveness as cancer treatments because anti-androgen resistance usually develops. We conducted functional and x-ray screens to identify compounds that bind the AR surface and block binding of coactivators for AR activation function 2 (AF-2). Four compounds that block coactivator binding in solution with IC(50) approximately 50 microM and inhibit AF-2 activity in cells were detected: three nonsteroidal antiinflammatory drugs and the thyroid hormone 3,3',5-triiodothyroacetic acid. Although visualization of compounds at the AR surface reveals weak binding at AF-2, the most potent inhibitors bind preferentially to a previously unknown regulatory surface cleft termed binding function (BF)-3, which is a known target for mutations in prostate cancer and androgen insensitivity syndrome. X-ray structural analysis reveals that 3,3',5-triiodothyroacetic acid binding to BF-3 remodels the adjacent interaction site AF-2 to weaken coactivator binding. Mutation of residues that form BF-3 inhibits AR function and AR AF-2 activity. We propose that BF-3 is a previously unrecognized allosteric regulatory site needed for AR activity in vivo and a possible pharmaceutical target.","InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2",0.31,-0.52,82.0,,,,,,,
JBTNQUFTXWMJCV-ZDUSSCGKSA-N,%,Inhibition,,BAO_0000201,INH,,60958,Antagonist activity at androgen receptor expressed in human LNAR cells assessed as inhibition of R1881-induced luciferase activity at 1 uM by spectrophotometry,In vitro,429067,22197140,1236,10.1016/j.bmcl.2011.11.068,CHEMBL1944520,Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer.,"Guo C, Kephart S, Ornelas M, Gonzalez J, Linton A, Pairish M, Nagata A, Greasley S, Elleraas J, Hosea N, Engebretsen J, Fanjul AN.","High throughput cell-based screening led to the identification of 3-aryloxy lactams as potent androgen receptor (AR) antagonists. Refinement of these leads to improve the ADME profile and remove residual agonism led to the discovery of 12, a potent full antagonist with greater oral bioavailability. Improvements in the ADME profile were realized by designing more ligand-efficient molecules with reduced molecular weights and lower lipophilicities.","InChI=1S/C16H15F3N4O2/c1-15(2)9-23(5-3-4-20)14(24)13(15)25-12-6-11(16(17,18)19)10(7-21)8-22-12/h6,8,13H,3,5,9H2,1-2H3/t13-/m0/s1",0.83,-0.88,47.0,,,,,,,
JEMLKYTWMIRVTA-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,ANTAGONIST,122349,Inhibition of AR transcriptional activity in human LNCaP cells harboring ARR2PB-eGFP at 10 uM incubated for 72 hrs by fluorescence assay,,,34809430,17238,10.1021/acs.jmedchem.1c01287,CHEMBL5055679,Discovery of a Novel Androgen Receptor Antagonist Manifesting Evidence to Disrupt the Dimerization of the Ligand-Binding Domain via Attenuating the Hydrogen-Bonding Network Between the Two Monomers.,"Fu W, Zhang M, Liao J, Tang Q, Lei Y, Gong Z, Shan L, Duan M, Chai X, Pang J, Tang C, Wang X, Xu X, Li D, Sheng R, Hou T.","Androgen receptor (AR) has proved to be a vital drug target for treating prostate cancer. Here, we reported the discovery of a novel AR antagonist <b>92</b> targeting the AR ligand-binding pocket, but distinct from the marketed drug enzalutamide (Enz), <b>92</b> demonstrated inhibition on the AR ligand-binding domain (LBD) dimerization, which is a novel mechanism reported for the first time. First, a novel hit (<b>26</b>, IC<sub>50</sub> = 5.57 μM) was identified through virtual screening based on a theoretical AR LBD dimer bound with the Enz model. Then, guided by molecular modeling, <b>92</b> was discovered with 32.7-fold improved AR antagonistic activity (IC<sub>50</sub> = 0.17 μM). Besides showing high bioactivity and safety, <b>92</b> can inhibit AR nuclear translocation. Furthermore, <b>92</b> inhibited the formation of the AR LBD dimer, possibly through attenuating the hydrogen-bonding network between the two monomers. This interesting finding would pave the way for the discovery of a new class of AR antagonists.","InChI=1S/C25H23NO/c1-19-13-15-23(16-14-19)26-17-21-8-3-5-12-25(21)27-18-22-10-6-9-20-7-2-4-11-24(20)22/h2-16,26H,17-18H2,1H3",0.44,-1.05,40.0,,,,,,,
JETSYCZGLULXST-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,65642,Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control,,479295,22746350,6327,10.1021/jm300233k,CHEMBL2157978,"Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators.","Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT.","We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients.","InChI=1S/C14H17NO2/c1-16-12-8-4-2-6-10(12)14-11-7-3-5-9-13(11)17-15-14/h2,4,6,8,11,13H,3,5,7,9H2,1H3",0.78,-0.01,2.6,,,,,,,
JEXSORRCJOMKOT-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 65642, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ",,"Entry 0: 479295, Entry 1: 479295, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: 6327, Entry 1: 6327, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ","InChI=1S/C13H14ClNO/c14-11-7-3-1-5-9(11)13-10-6-2-4-8-12(10)16-15-13/h1,3,5,7,10,12H,2,4,6,8H2",0.73,-0.41,30.2,66.3,,,,,,
