comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25
HFWOWAKTWKSIBL-UHFFFAOYSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 31876, Entry 1: 36333, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity by cotransfection assay, Entry 1: Agonist activity at human AR, ",,,"Entry 0: 17034117, Entry 1: 17267219, ","Entry 0: 6146, Entry 1: 1531, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1147033, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C16H19F3N2O/c1-3-7-21(8-4-2)11-5-6-14-12(9-11)13(16(17,18)19)10-15(22)20-14/h5-6,9-10H,3-4,7-8H2,1-2H3,(H,20,22)",0.90,-1.08,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
HGHRCZOIYJBGPL-BDAKNGLRSA-N,nM,EC50,,BAO_0000188,EC50,,3577,In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells.,,,10230628,1008,10.1016/s0960-894x(99)00118-3,CHEMBL1132082,"Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one.","Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK.","A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone.","InChI=1S/C16H16F3NO2/c1-3-9-8(2)7-20-13-6-14-11(4-10(9)13)12(16(17,18)19)5-15(21)22-14/h4-6,8-9,20H,3,7H2,1-2H3/t8-,9+/m1/s1",0.80,0.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
HGHRCZOIYJBGPL-RKDXNWHRSA-N,nM,EC50,,BAO_0000188,EC50,,3577,In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells.,,,10230628,1008,10.1016/s0960-894x(99)00118-3,CHEMBL1132082,"Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one.","Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK.","A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone.","InChI=1S/C16H16F3NO2/c1-3-9-8(2)7-20-13-6-14-11(4-10(9)13)12(16(17,18)19)5-15(21)22-14/h4-6,8-9,20H,3,7H2,1-2H3/t8-,9-/m1/s1",0.80,0.12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
HGLOBLYGOSCYIW-UHFFFAOYSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, ",EC50,,"Entry 0: 60605, Entry 1: 60605, Entry 2: 60605, ","Entry 0: Agonist activity at human androgen receptor expressed in COS7 cells assessed as luciferase activity after 24 hrs by reporter gene assay, Entry 1: Agonist activity at human androgen receptor T877A mutant expressed in COS7 cells assessed as luciferase activity after 24 hrs by reporter gene assay, Entry 2: Agonist activity at human androgen receptor W741C mutant expressed in COS7 cells assessed as luciferase activity after 24 hrs by reporter gene assay, ","Entry 0: In vitro, Entry 1: In vitro, Entry 2: In vitro, ","Entry 0: 423735, Entry 1: 423736, Entry 2: 423737, ","Entry 0: 22094279, Entry 1: 22094279, Entry 2: 22094279, ","Entry 0: 434, Entry 1: 434, Entry 2: 434, ","Entry 0: 10.1016/j.bmc.2011.10.067, Entry 1: 10.1016/j.bmc.2011.10.067, Entry 2: 10.1016/j.bmc.2011.10.067, ","Entry 0: CHEMBL1932924, Entry 1: CHEMBL1932924, Entry 2: CHEMBL1932924, ","Entry 0: Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists., Entry 1: Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists., Entry 2: Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists., ","Entry 0: Yamamoto S, Matsunaga N, Hitaka T, Yamada M, Hara T, Miyazaki J, Santou T, Kusaka M, Yamaoka M, Kanzaki N, Furuya S, Tasaka A, Hamamura K, Ito M., Entry 1: Yamamoto S, Matsunaga N, Hitaka T, Yamada M, Hara T, Miyazaki J, Santou T, Kusaka M, Yamaoka M, Kanzaki N, Furuya S, Tasaka A, Hamamura K, Ito M., Entry 2: Yamamoto S, Matsunaga N, Hitaka T, Yamada M, Hara T, Miyazaki J, Santou T, Kusaka M, Yamaoka M, Kanzaki N, Furuya S, Tasaka A, Hamamura K, Ito M., ","Entry 0: A series of 4-phenylpyrrole derivatives D were designed, synthesized, and evaluated for their potential as novel orally available androgen receptor antagonists therapeutically effective against castration-resistant prostate cancers. 4-Phenylpyrrole compound 1 exhibited androgen receptor (AR) antagonistic activity against T877A and W741C mutant-type ARs as well as wild-type AR. An arylmethyl group incorporated into compound 1 contributed to enhancement of antagonistic activity. Compound 4n, 1-{[6-chloro-5-(hydroxymethyl)pyridin-3-yl]methyl}-4-(4-cyanophenyl)-2,5-dimethyl-1H-pyrrole-3-carbonitrile exhibited inhibitory effects on tumor cell growth against the bicalutamide-resistant LNCaP-cxD2 cell line as well as the androgen receptor-dependent JDCaP cell line in a mouse xenograft model. These results demonstrate that this series of pyrrole compounds are novel androgen receptor antagonists with efficacy against prostate cancer cells, including castration-resistant prostate cancers such as bicalutamide-resistant prostate cancer., Entry 1: A series of 4-phenylpyrrole derivatives D were designed, synthesized, and evaluated for their potential as novel orally available androgen receptor antagonists therapeutically effective against castration-resistant prostate cancers. 4-Phenylpyrrole compound 1 exhibited androgen receptor (AR) antagonistic activity against T877A and W741C mutant-type ARs as well as wild-type AR. An arylmethyl group incorporated into compound 1 contributed to enhancement of antagonistic activity. Compound 4n, 1-{[6-chloro-5-(hydroxymethyl)pyridin-3-yl]methyl}-4-(4-cyanophenyl)-2,5-dimethyl-1H-pyrrole-3-carbonitrile exhibited inhibitory effects on tumor cell growth against the bicalutamide-resistant LNCaP-cxD2 cell line as well as the androgen receptor-dependent JDCaP cell line in a mouse xenograft model. These results demonstrate that this series of pyrrole compounds are novel androgen receptor antagonists with efficacy against prostate cancer cells, including castration-resistant prostate cancers such as bicalutamide-resistant prostate cancer., Entry 2: A series of 4-phenylpyrrole derivatives D were designed, synthesized, and evaluated for their potential as novel orally available androgen receptor antagonists therapeutically effective against castration-resistant prostate cancers. 4-Phenylpyrrole compound 1 exhibited androgen receptor (AR) antagonistic activity against T877A and W741C mutant-type ARs as well as wild-type AR. An arylmethyl group incorporated into compound 1 contributed to enhancement of antagonistic activity. Compound 4n, 1-{[6-chloro-5-(hydroxymethyl)pyridin-3-yl]methyl}-4-(4-cyanophenyl)-2,5-dimethyl-1H-pyrrole-3-carbonitrile exhibited inhibitory effects on tumor cell growth against the bicalutamide-resistant LNCaP-cxD2 cell line as well as the androgen receptor-dependent JDCaP cell line in a mouse xenograft model. These results demonstrate that this series of pyrrole compounds are novel androgen receptor antagonists with efficacy against prostate cancer cells, including castration-resistant prostate cancers such as bicalutamide-resistant prostate cancer., ","InChI=1S/C21H20N2O6S/c1-4-29-21(24)20-15(3)22(30(27,28)18-8-6-5-7-9-18)14(2)19(20)16-10-12-17(13-11-16)23(25)26/h5-13H,4H2,1-3H3",0.33,-1.12,10000.0,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,
HKNHKWNVPJNEIG-FPPIQGJOSA-N,nM,EC50,,BAO_0000188,EC50,,113383,Agonist activity at human androgen receptor in human LNCAP cells harboring firefly luciferase gene after 20 hrs by One-Glo luciferase reporter gene assay,,,31274313,6764,10.1021/acs.jmedchem.9b00711,CHEMBL4406804,Discovery of a Potent Steroidal Glucocorticoid Receptor Antagonist with Enhanced Selectivity against the Progesterone and Androgen Receptors (OP-3633).,"Du X, Eksterowicz J, Zhou H, Rew Y, Zhu L, Yan X, Medina JC, Huang T, Chen X, Sutimantanapi D, Jahchan N, Kong W, Sun J, Zavorotinskaya T, Ye Q, Fantin VR, Sun D.","Structure-based modification of mifepristone (1) led to the discovery of novel mifepristone derivatives with improved selectivity profile. Addition of a methyl group at the C10 position of the steroid has a significant impact on progesterone receptor (PR) and androgen receptor (AR) activity. Within this series, OP-3633 (15) emerged as a glucocorticoid receptor (GR) antagonist with increased selectivity against PR and AR, improved cytochrome P450 inhibition profile, and significantly improved pharmacokinetic properties compared to 1. Furthermore, 15 demonstrated substantial inhibition of GR transcriptional activity in the GR positive HCC1806 triple negative breast cancer xenograft model. Overall, compound 15 is a promising GR antagonist candidate to clinically evaluate the impact of GR inhibition in reversal or prevention of therapy resistance.","InChI=1S/C35H48N2O2/c1-33(2,3)16-17-35(39)15-14-31-29-12-8-25-22-27(38)11-13-28(25)32(29)30(23-34(31,35)4)24-6-9-26(10-7-24)37-20-18-36(5)19-21-37/h6-7,9-10,22,28-32,39H,8,11-15,18-21,23H2,1-5H3/t28-,29-,30+,31-,32+,34-,35+/m0/s1",0.47,0.75,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
HKSQXYRDGXGQEU-IBGZPJMESA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 82381, Entry 1: 82381, ","Entry 0: Agonist activity at human AR expressed in CV1 cells after 17 hrs by luciferase reporter gene assay, Entry 1: Binding affinity to human AR NTD (1 to 561 aa) expressed in CV1 cells coexpressing human AR-LBD (644-919 aa) assessed as N/C-termini interaction by androgenic assay, ",,"Entry 0: 660157, Entry 1: 660158, ","Entry 0: 24527807, Entry 1: 24527807, ","Entry 0: 2471, Entry 1: 2471, ","Entry 0: 10.1021/jm401625b, Entry 1: 10.1021/jm401625b, ","Entry 0: CHEMBL3232788, Entry 1: CHEMBL3232788, ","Entry 0: 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators., Entry 1: 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators., ","Entry 0: Piatnitski Chekler EL, Unwalla R, Khan TA, Tangirala RS, Johnson M, St Andre M, Anderson JT, Kenney T, Chiparri S, McNally C, Kilbourne E, Thompson C, Nagpal S, Weber G, Schelling S, Owens J, Morris CA, Powell D, Verhoest PR, Gilbert AM., Entry 1: Piatnitski Chekler EL, Unwalla R, Khan TA, Tangirala RS, Johnson M, St Andre M, Anderson JT, Kenney T, Chiparri S, McNally C, Kilbourne E, Thompson C, Nagpal S, Weber G, Schelling S, Owens J, Morris CA, Powell D, Verhoest PR, Gilbert AM., ","Entry 0: We present a novel series of selective androgen receptor modulators (SARMs) which shows excellent biological activity and physical properties. 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)-indoline-4-carbonitriles showed potent binding to the androgen receptor (AR) and activated AR-mediated transcription in vitro. Representative compounds demonstrated diminished activity in promoting the intramolecular interaction between the AR carboxyl (C) and amino (N) termini. This N/C-termini interaction is a biomarker assay for the undesired androgenic responses in vivo. In orchidectomized rats, daily administration of a lead compound from this series showed anabolic activity by increasing levator ani muscle weight. Importantly, minimal androgenic effects (increased tissue weights) were observed in the prostate and seminal vesicles, along with minimal repression of circulating luteinizing hormone (LH) levels and no change in the lipid and triglyceride levels. This lead compound completed a two week rat toxicology study, and was well tolerated at doses up to 100 mg/kg/day, the highest dose tested, for 14 consecutive days., Entry 1: We present a novel series of selective androgen receptor modulators (SARMs) which shows excellent biological activity and physical properties. 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)-indoline-4-carbonitriles showed potent binding to the androgen receptor (AR) and activated AR-mediated transcription in vitro. Representative compounds demonstrated diminished activity in promoting the intramolecular interaction between the AR carboxyl (C) and amino (N) termini. This N/C-termini interaction is a biomarker assay for the undesired androgenic responses in vivo. In orchidectomized rats, daily administration of a lead compound from this series showed anabolic activity by increasing levator ani muscle weight. Importantly, minimal androgenic effects (increased tissue weights) were observed in the prostate and seminal vesicles, along with minimal repression of circulating luteinizing hormone (LH) levels and no change in the lipid and triglyceride levels. This lead compound completed a two week rat toxicology study, and was well tolerated at doses up to 100 mg/kg/day, the highest dose tested, for 14 consecutive days., ","InChI=1S/C20H17F3N2O3/c1-19(27,12-28-17-8-3-2-6-15(17)20(21,22)23)18(26)25-10-9-14-13(11-24)5-4-7-16(14)25/h2-8,27H,9-10,12H2,1H3/t19-/m0/s1",0.87,-1.13,1.7,372.0,,,,,,,,,,,,,,,,,,,,,,,,
HMMSNHMTDUMEDQ-UHFFFAOYSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 105403, Entry 1: 105403, ","Entry 0: Agonist activity at human androgen receptor expressed in African green monkey CV-1 cells after 17 hrs by ARE luciferase reporter gene assay, Entry 1: Androgenic activity at human androgen receptor expressed in African green monkey CV-1 cells assessed as increase in interaction between VP16-fused AR-NTD and GAL4-fused AR-LBD after 17 hrs by luciferase reporter gene assay, ",,,"Entry 0: 28696695, Entry 1: 28696695, ","Entry 0: 6457, Entry 1: 6457, ","Entry 0: 10.1021/acs.jmedchem.7b00373, Entry 1: 10.1021/acs.jmedchem.7b00373, ","Entry 0: CHEMBL4038318, Entry 1: CHEMBL4038318, ","Entry 0: Structure-Based Approach To Identify 5-[4-Hydroxyphenyl]pyrrole-2-carbonitrile Derivatives as Potent and Tissue Selective Androgen Receptor Modulators., Entry 1: Structure-Based Approach To Identify 5-[4-Hydroxyphenyl]pyrrole-2-carbonitrile Derivatives as Potent and Tissue Selective Androgen Receptor Modulators., ","Entry 0: Unwalla R, Mousseau JJ, Fadeyi OO, Choi C, Parris K, Hu B, Kenney T, Chippari S, McNally C, Vishwanathan K, Kilbourne E, Thompson C, Nagpal S, Wrobel J, Yudt M, Morris CA, Powell D, Gilbert AM, Chekler ELP., Entry 1: Unwalla R, Mousseau JJ, Fadeyi OO, Choi C, Parris K, Hu B, Kenney T, Chippari S, McNally C, Vishwanathan K, Kilbourne E, Thompson C, Nagpal S, Wrobel J, Yudt M, Morris CA, Powell D, Gilbert AM, Chekler ELP., ","Entry 0: In an effort to find new and safer treatments for osteoporosis and frailty, we describe a novel series of selective androgen receptor modulators (SARMs). Using a structure-based approach, we identified compound 7, a potent AR (ARE EC50 = 0.34 nM) and selective (N/C interaction EC50 = 1206 nM) modulator. In vivo data, an AR LBD X-ray structure of 7, and further insights from modeling studies of ligand receptor interactions are also presented., Entry 1: In an effort to find new and safer treatments for osteoporosis and frailty, we describe a novel series of selective androgen receptor modulators (SARMs). Using a structure-based approach, we identified compound 7, a potent AR (ARE EC50 = 0.34 nM) and selective (N/C interaction EC50 = 1206 nM) modulator. In vivo data, an AR LBD X-ray structure of 7, and further insights from modeling studies of ligand receptor interactions are also presented., ","InChI=1S/C12H8F2N2O/c1-16-7(6-15)2-3-11(16)8-4-10(14)12(17)5-9(8)13/h2-5,17H,1H3",0.82,-0.64,229.1,10000.0,,,,,,,,,,,,,,,,,,,,,,,,
HMOAZJHSXXENHE-KRWDZBQOSA-N,%,EC50,,BAO_0000188,EC50,,48259,Agonist activity at AR expressed in african green monkey CV-1 cells by luciferase reporter assay,,,19595590,4780,10.1016/j.bmcl.2009.06.055,CHEMBL1154030,"Rational design of orally-active, pyrrolidine-based progesterone receptor partial agonists.","Thompson SK, Washburn DG, Frazee JS, Madauss KP, Hoang TH, Lapinski L, Grygielko ET, Glace LE, Trizna W, Williams SP, Duraiswami C, Bray JD, Laping NJ.","Using the X-ray crystal structure of an amide-based progesterone receptor (PR) partial agonist bound to the PR ligand binding domain, a novel PR partial agonist class containing a pyrrolidine ring was designed. Members of this class of N-alkylpyrrolidines demonstrate potent and highly selective partial agonism of the progesterone receptor, and one of these analogs was shown to be efficacious upon oral dosing in the OVX rat model of estrogen opposition.","InChI=1S/C20H19ClF3N3/c1-26-9-8-17(13-26)27(16-7-6-14(11-25)19(21)10-16)12-15-4-2-3-5-18(15)20(22,23)24/h2-7,10,17H,8-9,12-13H2,1H3/t17-/m0/s1",0.74,-1.76,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
HMVSJZUUGDCVTI-UWVGGRQHSA-N,nM,EC50,,BAO_0000188,EC50,,3638,Agonist activity to the human androgen receptor (hAR) in CV-1 cells,,,10340624,1340,10.1016/s0960-894x(99)00186-9,CHEMBL1132051,"4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists.","Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK.","A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C17H17F3N2O/c18-17(19,20)13-6-16(23)22-15-7-14-11(5-12(13)15)10-4-2-1-3-9(10)8-21-14/h5-7,9-10,21H,1-4,8H2,(H,22,23)/t9-,10-/m0/s1",0.74,-0.02,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
HMVSJZUUGDCVTI-ZJUUUORDSA-N,nM,EC50,,BAO_0000188,EC50,,3638,Agonist activity to the human androgen receptor (hAR) in CV-1 cells,,,10340624,1340,10.1016/s0960-894x(99)00186-9,CHEMBL1132051,"4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists.","Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK.","A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C17H17F3N2O/c18-17(19,20)13-6-16(23)22-15-7-14-11(5-12(13)15)10-4-2-1-3-9(10)8-21-14/h5-7,9-10,21H,1-4,8H2,(H,22,23)/t9-,10+/m1/s1",0.74,-0.02,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
HNLRGNVQQIQFGA-KOLCDFICSA-N,nM,EC50,,BAO_0000188,EC50,,35979,Agonist activity at human AR,,,17292608,1864,10.1016/j.bmcl.2007.01.076,CHEMBL1144612,Tandem optimization of target activity and elimination of mutagenic potential in a potent series of N-aryl bicyclic hydantoin-based selective androgen receptor modulators.,"Hamann LG, Manfredi MC, Sun C, Krystek SR, Huang Y, Bi Y, Augeri DJ, Wang T, Zou Y, Betebenner DA, Fura A, Seethala R, Golla R, Kuhns JE, Lupisella JA, Darienzo CJ, Custer LL, Price JL, Johnson JM, Biller SA, Zahler R, Ostrowski J.",Pharmacokinetic studies in cynomolgus monkeys with a novel prototype selective androgen receptor modulator revealed trace amounts of an aniline fragment released through hydrolytic metabolism. This aniline fragment was determined to be mutagenic in an Ames assay. Subsequent concurrent optimization for target activity and avoidance of mutagenicity led to the identification of a pharmacologically superior clinical candidate without mutagenic potential.,"InChI=1S/C15H12F3N3O4/c1-25-12-8(3-2-7(6-19)10(12)15(16,17)18)21-13(23)11-9(22)4-5-20(11)14(21)24/h2-3,9,11,22H,4-5H2,1H3/t9-,11+/m1/s1",0.81,-0.46,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,
HNYRSZRBOVPOHQ-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,38697,Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay,,,18442912,3435,10.1016/j.bmcl.2008.03.085,CHEMBL1143080,Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.,"Zhao S, Shen Y, van Oeveren A, Marschke KB, Zhi L.","A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide.","InChI=1S/C18H15NO3/c1-10-7-16(21)19-14-6-5-12-13(17(10)14)9-22-15-4-2-3-11(8-20)18(12)15/h2-7,20H,8-9H2,1H3,(H,19,21)",0.72,0.43,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
HPRKNPPWGZUWAK-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,pEC50,,99596,Modulation of human androgen receptor expressed in African green monkey CV1 cells after 24 hrs by luciferase reporter gene assay,,814897,26819671,88,10.1021/acsmedchemlett.5b00377,CHEMBL3817832,Optimizing Ligand Efficiency of Selective Androgen Receptor Modulators (SARMs).,"Handlon AL, Schaller LT, Leesnitzer LM, Merrihew RV, Poole C, Ulrich JC, Wilson JW, Cadilla R, Turnbull P.","A series of selective androgen receptor modulators (SARMs) containing the 1-(trifluoromethyl)benzyl alcohol core have been optimized for androgen receptor (AR) potency and drug-like properties. We have taken advantage of the lipophilic ligand efficiency (LLE) parameter as a guide to interpret the effect of structural changes on AR activity. Over the course of optimization efforts the LLE increased over 3 log units leading to a SARM 43 with nanomolar potency, good aqueous kinetic solubility (>700 μM), and high oral bioavailability in rats (83%).","InChI=1S/C11H7F6NO2/c12-10(13,14)8-3-7(2-1-6(8)4-18)9(20,5-19)11(15,16)17/h1-3,19-20H,5H2",0.82,-1.07,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
HQCVWNZJFCYZOD-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,51594,Agonist activity at human androgen receptor expressed in african green monkey CV1 cells co-transfected with MMTV-Luc after 24 hrs by luciferase reporter gene assay,In vitro,,20510622,4268,10.1016/j.bmc.2010.04.092,CHEMBL1165993,Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists.,"Du Y, Li Q, Xiong B, Hui X, Wang X, Feng Y, Meng T, Hu D, Zhang D, Wang M, Shen J.","A novel class of non-steroidal progesterone receptor antagonists with aromatic beta-amino-ketone scaffold have been synthesized and characterized with high binding affinity and great selectivity for the cognate receptors. Among them, compound 22 was shown to be the most potent progesterone receptor antagonist in cotransfection assay and a murine model of ligand-induced decidualization.","InChI=1S/C22H19FN2O3/c1-15-5-7-16(8-6-15)22(26)14-21(17-3-2-4-18(23)13-17)24-19-9-11-20(12-10-19)25(27)28/h2-13,21,24H,14H2,1H3",0.34,-1.44,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
HQFLSNGXZQJLHF-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,pEC50,,99596,Modulation of human androgen receptor expressed in African green monkey CV1 cells after 24 hrs by luciferase reporter gene assay,,814897,26819671,88,10.1021/acsmedchemlett.5b00377,CHEMBL3817832,Optimizing Ligand Efficiency of Selective Androgen Receptor Modulators (SARMs).,"Handlon AL, Schaller LT, Leesnitzer LM, Merrihew RV, Poole C, Ulrich JC, Wilson JW, Cadilla R, Turnbull P.","A series of selective androgen receptor modulators (SARMs) containing the 1-(trifluoromethyl)benzyl alcohol core have been optimized for androgen receptor (AR) potency and drug-like properties. We have taken advantage of the lipophilic ligand efficiency (LLE) parameter as a guide to interpret the effect of structural changes on AR activity. Over the course of optimization efforts the LLE increased over 3 log units leading to a SARM 43 with nanomolar potency, good aqueous kinetic solubility (>700 μM), and high oral bioavailability in rats (83%).","InChI=1S/C14H7F6NO2/c15-13(16,17)10-6-9(4-3-8(10)7-21)12(22,14(18,19)20)11-2-1-5-23-11/h1-6,22H",0.85,-1.03,1.259,,,,,,,,,,,,,,,,,,,,,,,,,
HQNOVZYEKYYMRF-KRWDZBQOSA-N,nM,EC50,,BAO_0000188,EC50,,39522,Agonist activity at human androgen receptor in CV1 cells by transcriptional activation assay,,,18400499,2971,10.1016/j.bmcl.2008.03.062,CHEMBL1145608,"Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity.","Long YO, Higuchi RI, Caferro TR, Lau TL, Wu M, Cummings ML, Martinborough EA, Marschke KB, Chang WY, López FJ, Karanewsky DS, Zhi L.","Modification on a lead series of [1,4]oxazino[3,2-g]quinolin-7-ones at the 2-position led to selective androgen receptor modulators with improved in vivo activity. The most potent analog (-)-33a exhibited full maintenance of levator ani muscle at 3mg/kg and reduced activity on ventral prostate weight in a 2-week orally-dosed and orchidectomized rat maintenance assay.","InChI=1S/C21H16F6N2O2/c1-11-2-4-12(5-3-11)17-9-31-18-8-15-13(6-16(18)29(17)10-20(22,23)24)14(21(25,26)27)7-19(30)28-15/h2-8,17H,9-10H2,1H3,(H,28,30)/t17-/m0/s1",0.54,-0.75,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
