comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21
GOAWAIWPXRSCFF-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,35644,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,In vitro,,17439112,2496,10.1021/jm061329j,CHEMBL1139861,"Novel series of potent, nonsteroidal, selective androgen receptor modulators based on 7H-[1,4]oxazino[3,2-g]quinolin-7-ones.","Higuchi RI, Arienti KL, López FJ, Mani NS, Mais DE, Caferro TR, Long YO, Jones TK, Edwards JP, Zhi L, Schrader WT, Negro-Vilar A, Marschke KB.","Recent interest in orally available androgens has fueled the search for new androgens for use in hormone replacement therapy and as anabolic agents. In pursuit of this, we have discovered a series of novel androgen receptor modulators derived from 7H-[1,4]oxazino[3,2-g]quinolin-7-ones. These compounds were synthesized and evaluated in competitive binding assays and an androgen receptor transcriptional activation assay. A number of compounds from the series demonstrated single-digit nanomolar agonist activity in vitro. In addition, lead compound (R)-16e was orally active in established rodent models that measure androgenic and anabolic properties of these agents. In this assay, (R)-16e demonstrated full efficacy in muscle and only partially stimulated the prostate at 100 mg/kg. These data suggest that these compounds may be utilized as selective androgen receptor modulators or SARMs. This series represents a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C13H11F3N2O2/c1-6-5-20-11-4-9-7(2-10(11)17-6)8(13(14,15)16)3-12(19)18-9/h2-4,6,17H,5H2,1H3,(H,18,19)",0.78,-0.23,80.0,,,,,,,,,,,,,,,,,,,,,
GQIQHMXROPJXOG-JGVFFNPUSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3578, Entry 1: 3578, ","Entry 0: Agonistic activity against human androgen receptor (hAR) compared to dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR), ",,,"Entry 0: 10230629, Entry 1: 10230629, ","Entry 0: 1012, Entry 1: 1012, ","Entry 0: 10.1016/s0960-894x(99)00119-5, Entry 1: 10.1016/s0960-894x(99)00119-5, ","Entry 0: CHEMBL1132083, Entry 1: CHEMBL1132083, ","Entry 0: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., Entry 1: Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone., ","Entry 0: Zhi L, Tegley CM, Marschke KB, Jones TK., Entry 1: Zhi L, Tegley CM, Marschke KB, Jones TK., ","Entry 0: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., Entry 1: New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay., ","InChI=1S/C15H15F3N2O/c1-7-3-8(2)19-12-6-13-10(4-9(7)12)11(15(16,17)18)5-14(21)20-13/h4-8,19H,3H2,1-2H3,(H,20,21)/t7-,8+/m0/s1",0.76,-0.29,24.0,52.0,,,,,,,,,,,,,,,,,,,,
GRGCFVNQPFBNIA-GVHYBUMESA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3638, Entry 1: 3638, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ",,,"Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: 1340, Entry 1: 1340, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK., Entry 1: Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK., ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ","InChI=1S/C15H15F3N2O/c1-7-6-19-12-5-13-10(3-9(12)8(7)2)11(15(16,17)18)4-14(21)20-13/h3-5,7-8,19H,6H2,1-2H3,(H,20,21)/t7-,8?/m1/s1",0.77,-0.20,10.0,62.0,,,,,,,,,,,,,,,,,,,,
GRGCFVNQPFBNIA-JAMMHHFISA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3638, Entry 1: 3638, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ",,,"Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: 1340, Entry 1: 1340, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK., Entry 1: Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK., ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ","InChI=1S/C15H15F3N2O/c1-7-6-19-12-5-13-10(3-9(12)8(7)2)11(15(16,17)18)4-14(21)20-13/h3-5,7-8,19H,6H2,1-2H3,(H,20,21)/t7-,8?/m0/s1",0.77,-0.20,10.0,92.0,,,,,,,,,,,,,,,,,,,,
GTZWEKOQKQIWQD-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3577, Entry 1: 3577, ","Entry 0: In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells., Entry 1: In vitro antagonistic activity against human androgen receptor using cotransfection assay in CV-1 cells; Not active., ",,,"Entry 0: 10230628, Entry 1: 10230628, ","Entry 0: 1008, Entry 1: 1008, ","Entry 0: 10.1016/s0960-894x(99)00118-3, Entry 1: 10.1016/s0960-894x(99)00118-3, ","Entry 0: CHEMBL1132082, Entry 1: CHEMBL1132082, ","Entry 0: Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one., Entry 1: Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one., ","Entry 0: Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK., Entry 1: Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK., ","Entry 0: A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone., Entry 1: A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone., ","InChI=1S/C16H16F3NO2/c1-3-12-8(2)4-9-5-10-11(16(17,18)19)6-15(21)22-14(10)7-13(9)20-12/h5-8,12,20H,3-4H2,1-2H3",0.80,0.21,20.0,138.0,,,,,,,,,,,,,,,,,,,,
GVRLVMHEBSAKOX-SSDOTTSWSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3036, Entry 1: 3036, ","Entry 0: Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, Entry 1: Antagonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell, ",,,"Entry 0: 9871534, Entry 1: 9871534, ","Entry 0: 750, Entry 1: 750, ","Entry 0: 10.1016/s0960-894x(98)00107-3, Entry 1: 10.1016/s0960-894x(98)00107-3, ","Entry 0: CHEMBL1130772, Entry 1: CHEMBL1130772, ","Entry 0: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., Entry 1: New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone., ","Entry 0: Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK., Entry 1: Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK., ","Entry 0: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., Entry 1: A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro., ","InChI=1S/C15H15F3N2O/c1-7-14(2,3)10-4-8-9(15(16,17)18)5-13(21)20-11(8)6-12(10)19-7/h4-7,19H,1-3H3,(H,20,21)/t7-/m1/s1",0.77,0.01,23.0,35.0,,,,,,,,,,,,,,,,,,,,
GXFYVOIWLKLUCK-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,5583,Antagonist efficacy for Androgen receptor,,,12781198,2078,10.1016/s0960-894x(03)00256-7,CHEMBL1144945,"Development of progesterone receptor antagonists from 1,2-dihydrochromeno[3,4-f]quinoline agonist pharmacophore.","Zhi L, Ringgenberg JD, Edwards JP, Tegley CM, West SJ, Pio B, Motamedi M, Jones TK, Marschke KB, Mais DE, Schrader WT.","A series of 1,2-dihydrochromeno[3,4-f]quinoline derivatives was synthesized and tested in biological assays to evaluate the nonsteroidal progesterone receptor modulator pharmacophore (4) as antiprogestins. A number of potent analogues were identified by modification of the substituents at the D-ring.","InChI=1S/C19H18FNO/c1-11-9-19(2,3)21-16-6-5-13-14-8-12(20)4-7-17(14)22-10-15(13)18(11)16/h4-9,21H,10H2,1-3H3",0.74,0.21,81.0,,,,,,,,,,,,,,,,,,,,,
GYBBTRBXNXRHPO-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, Entry 2: BAO_0000656, Entry 3: BAO_0000656, ",Efficacy,,"Entry 0: 31876, Entry 1: 31876, Entry 2: 36333, Entry 3: 36333, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity with relative to DHT by cotransfection assay, Entry 1: Antagonist activity against human androgen receptor in CV1 cells measured as percent of maximal inhibition of DHT-stimulated luciferase reporter gene activity by cotransfection assay, Entry 2: Agonist activity at human AR relative to DHT, Entry 3: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17034117, Entry 1: 17034117, Entry 2: 17267219, Entry 3: 17267219, ","Entry 0: 6146, Entry 1: 6146, Entry 2: 1531, Entry 3: 1531, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1021/jm060792t, Entry 2: 10.1016/j.bmcl.2007.01.001, Entry 3: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1137374, Entry 2: CHEMBL1147033, Entry 3: CHEMBL1147033, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 2: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 3: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 2: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 3: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 2: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 3: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C14H15F3N2O/c1-3-19(4-2)9-5-6-12-10(7-9)11(14(15,16)17)8-13(20)18-12/h5-8H,3-4H2,1-2H3,(H,18,20)",0.93,-1.39,20.0,20.0,94.0,94.0,,,,,,,,,,,,,,,,,,
GYHXZEJJZDZUEW-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 31876, Entry 1: 31876, ","Entry 0: Agonist activity at human androgen receptor in CV1 cells measured as stimulation of luciferase reporter gene activity with relative to DHT by cotransfection assay, Entry 1: Antagonist activity against human androgen receptor in CV1 cells measured as percent of maximal inhibition of DHT-stimulated luciferase reporter gene activity by cotransfection assay, ",,,"Entry 0: 17034117, Entry 1: 17034117, ","Entry 0: 6146, Entry 1: 6146, ","Entry 0: 10.1021/jm060792t, Entry 1: 10.1021/jm060792t, ","Entry 0: CHEMBL1137374, Entry 1: CHEMBL1137374, ","Entry 0: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., Entry 1: Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator., ","Entry 0: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Mani NS, Marschke KB, López FJ, Schrader WT, Negro-Vilar A, Zhi L., ","Entry 0: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., Entry 1: The androgen receptor is a member of the extended family of nuclear receptors and is widely distributed throughout the body. Androgen therapy is used to compensate for low levels of the natural hormones testosterone (T) and dihydrotestosterone and consists of administration of T, prodrugs thereof, or synthetic androgens. However, currently available androgens have many drawbacks. We identified 6-dialkylamino-4-trifluoromethylquinolin-2(1H)-ones as orally available tissue-selective androgen receptor modulators., ","InChI=1S/C18H23F3N2O/c1-3-5-9-23(10-6-4-2)13-7-8-16-14(11-13)15(18(19,20)21)12-17(24)22-16/h7-8,11-12H,3-6,9-10H2,1-2H3,(H,22,24)",0.74,-1.14,54.0,68.0,,,,,,,,,,,,,,,,,,,,
GZDRPOACXXCLTP-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, Entry 2: BAO_0000656, ",Efficacy,,"Entry 0: 38697, Entry 1: 38697, Entry 2: 38697, ","Entry 0: Agonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay relative to DHT, Entry 1: Antagonist activity at human androgen receptor african green monkey CV1 cells by cotransfection assay, Entry 2: Activity at androgen receptor in human Saos2 cells assessed as IL6 repression, ",,,"Entry 0: 18442912, Entry 1: 18442912, Entry 2: 18442912, ","Entry 0: 3435, Entry 1: 3435, Entry 2: 3435, ","Entry 0: 10.1016/j.bmcl.2008.03.085, Entry 1: 10.1016/j.bmcl.2008.03.085, Entry 2: 10.1016/j.bmcl.2008.03.085, ","Entry 0: CHEMBL1143080, Entry 1: CHEMBL1143080, Entry 2: CHEMBL1143080, ","Entry 0: Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones., Entry 1: Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones., Entry 2: Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones., ","Entry 0: Zhao S, Shen Y, van Oeveren A, Marschke KB, Zhi L., Entry 1: Zhao S, Shen Y, van Oeveren A, Marschke KB, Zhi L., Entry 2: Zhao S, Shen Y, van Oeveren A, Marschke KB, Zhi L., ","Entry 0: A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide., Entry 1: A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide., Entry 2: A novel oxachrysenone series (2) of nonsteroidal selective androgen receptor modulators (SARM) was developed based on the 6-aryl-2-quinolinones (1). Synthesis and preliminary SAR results based on in vitro assays are discussed. In the cotransfection assay, lead compound 5d showed AR agonist activity more potent than dihydrotestosterone (DHT), whereas compound 17b was a potent antagonist similar to bicalutamide., ","InChI=1S/C22H19NO5/c1-11-10-16(24)23-14-9-8-12-18-13(20(25)28-22(2,3)4)6-5-7-15(18)27-21(26)19(12)17(11)14/h5-10H,1-4H3,(H,23,24)",0.31,0.00,20.0,104.0,132.0,,,,,,,,,,,,,,,,,,,
GZULQASDNRKTNT-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,5583,Antagonist efficacy for Androgen receptor,,,12781198,2078,10.1016/s0960-894x(03)00256-7,CHEMBL1144945,"Development of progesterone receptor antagonists from 1,2-dihydrochromeno[3,4-f]quinoline agonist pharmacophore.","Zhi L, Ringgenberg JD, Edwards JP, Tegley CM, West SJ, Pio B, Motamedi M, Jones TK, Marschke KB, Mais DE, Schrader WT.","A series of 1,2-dihydrochromeno[3,4-f]quinoline derivatives was synthesized and tested in biological assays to evaluate the nonsteroidal progesterone receptor modulator pharmacophore (4) as antiprogestins. A number of potent analogues were identified by modification of the substituents at the D-ring.","InChI=1S/C19H18ClNO/c1-11-9-19(2,3)21-16-6-5-13-14-8-12(20)4-7-17(14)22-10-15(13)18(11)16/h4-9,21H,10H2,1-3H3",0.69,0.33,75.0,,,,,,,,,,,,,,,,,,,,,
HBQWNCDTSSINCD-SNVBAGLBSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 37738, Entry 1: 37738, ","Entry 0: Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay at 5 nM relative to DHT, Entry 1: Antagonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay, ","Entry 0: In vitro, Entry 1: In vitro, ",,"Entry 0: 17703938, Entry 1: 17703938, ","Entry 0: 5446, Entry 1: 5446, ","Entry 0: 10.1016/j.bmcl.2007.07.034, Entry 1: 10.1016/j.bmcl.2007.07.034, ","Entry 0: CHEMBL1139788, Entry 1: CHEMBL1139788, ","Entry 0: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., Entry 1: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., ","Entry 0: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., Entry 1: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., ","Entry 0: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., Entry 1: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., ","InChI=1S/C17H19F3N2O2/c1-3-7-22-10(4-2)9-24-16-13(22)6-5-12-15(16)11(17(18,19)20)8-14(23)21-12/h5-6,8,10H,3-4,7,9H2,1-2H3,(H,21,23)/t10-/m1/s1",0.92,-0.63,20.0,61.0,,,,,,,,,,,,,,,,,,,,
