comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2
1613773,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(CN(C)C)c3)c(C(=O)c3ccccc3)s2)cc1,C29H29N3O4S2,CHEMBL3105679,105.0,,
1613774,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C(=O)O)c3)c(C(=O)c3ccccc3)s2)cc1,C27H22N2O6S2,CHEMBL3105680,80.0,,
1613775,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1,C26H20Cl2N2O4S2,CHEMBL3105681,97.0,,
1613776,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3cccc(Cl)c3)s2)cc1,C26H20Cl2N2O4S2,CHEMBL3105682,85.0,,
1613777,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccc(Cl)cc3)s2)cc1,C26H20Cl2N2O4S2,CHEMBL3105683,76.0,,
1613778,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3F)s2)cc1,C26H20ClFN2O4S2,CHEMBL3105684,102.0,,
1613779,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3cccc(F)c3)s2)cc1,C26H20ClFN2O4S2,CHEMBL3105685,102.0,,
1613780,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,C27H23NO4S2,CHEMBL3105686,103.0,,
1613784,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3)s2)cc1,C27H22ClNO4S2,CHEMBL3105690,99.0,,
1613785,%,%max,,BAO_0000179,%max,1285943,"Inhibition of N-(2-chloro-6-fluorobenzyl)-N-((2'-methoxy-[1,1'-biphenyl]-4-yl)methyl)benzenesulfonamide-induced APC-labeled RORgammat receptor ligand binding domain (unknown origin) after 1 hr by FRET assay",B,,CHEMBL3106086,10.1016/j.bmc.2013.12.021,24388993,CHEMBL3102747,Discovery of novel N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides as potent RORγt inhibitors.,PUBLICATION,Novel series of N-(5-(arylcarbonyl)thiazol-2-yl)amides and N-(5-(arylcarbonyl)thiophen-2-yl)amides were discovered as potent retinoic acid receptor-related orphan receptor-gamma-t (RORγt) inhibitors. SAR studies of the RORγt HTS hit 6a led to identification of thiazole ketone amide 8h and thiophene ketone amide 9g with high binding affinity and inhibitory activity of Th17 cell differentiation. Compound 8h showed in vivo efficacy in both mouse experimental autoimmune encephalomyelitis (EAE) and collagen induced arthritis (CIA) models via oral administration.,,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(C#N)c3)c(C(=O)c3ccccc3)s2)cc1,C28H22N2O4S2,CHEMBL3105691,101.0,,
