comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6
1947598,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cccc(Cl)c3)c(F)c2)CC1,C24H29ClFN3O3S,CHEMBL3581541,9.0,,,,,,
1947599,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(Cl)cc3)c(F)c2)CC1,C23H27ClFN3O3S,CHEMBL3581542,190.0,,,,,,
1947600,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)cc3)c(F)c2)CC1,C24H29ClFN3O3S,CHEMBL3580673,33.0,,,,,,
1947601,nM,EC50,,BAO_0000188,EC50,1497538,Agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as activation of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582670,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(Cl)cc(Cl)c3)c(F)c2)CC1,C23H26Cl2FN3O3S,CHEMBL3581543,6.0,,,,,,
1947602,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cc(Cl)cc(Cl)c3)c(F)c2)CC1,C24H28Cl2FN3O3S,CHEMBL3581544,40.0,,,,,,
1947603,nM,EC50,,BAO_0000188,EC50,1497538,Agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as activation of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582670,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(F)cc(F)c3)c(F)c2)CC1,C23H26F3N3O3S,CHEMBL3581545,14.0,,,,,,
1947604,nM,EC50,,BAO_0000188,EC50,1497538,Agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as activation of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582670,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,COc1cccc(S(=O)(=O)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)C2CCC2)c1,C24H30FN3O4S,CHEMBL3581546,26.0,,,,,,
1947605,nM,EC50,,BAO_0000188,EC50,1497542,Silent ligand activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as activation of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582674,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C)cc3C)c(F)c2)CC1,C25H32FN3O3S,CHEMBL3581547,10000.0,,,,,,
1947606,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C#N)c3)c(F)c2)CC1,C24H27FN4O3S,CHEMBL3581548,10000.0,,,,,,
1947607,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,COc1ccc(S(=O)(=O)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)C2CCC2)cc1,C24H30FN3O4S,CHEMBL3581549,3300.0,,,,,,
1947608,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(Cl)cc3Cl)c(F)c2)CC1,C23H26Cl2FN3O3S,CHEMBL3581550,220.0,,,,,,
1947609,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)F)cc3)c(F)c2)CC1,C24H28F3N3O4S,CHEMBL3581551,150.0,,,,,,
1947610,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)(F)F)cc3)c(F)c2)CC1,C24H27F4N3O4S,CHEMBL3581552,160.0,,,,,,
1947611,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,C24H27F4N3O3S,CHEMBL3581553,300.0,,,,,,
1947612,nM,EC50,,BAO_0000188,EC50,1497540,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3582672,10.1021/ml500420y,25815138,CHEMBL3580623,Minor Structural Change to Tertiary Sulfonamide RORc Ligands Led to Opposite Mechanisms of Action.,PUBLICATION,A minor structural change to tertiary sulfonamide RORc ligands led to distinct mechanisms of action. Co-crystal structures of two compounds revealed mechanistically consistent protein conformational changes. Optimized phenylsulfonamides were identified as RORc agonists while benzylsulfonamides exhibited potent inverse agonist activity. Compounds behaving as agonists in our biochemical assay also gave rise to an increased production of IL-17 in human PBMCs whereas inverse agonists led to significant suppression of IL-17 under the same assay conditions. The most potent inverse agonist compound showed >180-fold selectivity over the ROR isoforms as well as all other nuclear receptors that were profiled.,,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(C)(C)C)cc3)c(F)c2)CC1,C27H36FN3O3S,CHEMBL3581554,120.0,,,,,,
1953211,nM,EC50,,BAO_0000188,EC50,1506463,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3599862,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CC[C@@H](C(=O)O)[C@H](O)C2)c2ccccn12,C21H17ClF3N3O4,CHEMBL3596269,97.0,,,,,,
1953212,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 1506463, Entry 1: 1506467, ","Entry 0: Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis, Entry 1: Inverse agonist activity at GAL4-fused human RORc expressed in HEK293T cells assessed as suppression of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL3599862, Entry 1: CHEMBL3599866, ","Entry 0: 10.1016/j.bmcl.2015.05.055, Entry 1: 10.1016/j.bmcl.2015.05.055, ","Entry 0: 26048793, Entry 1: 26048793, ","Entry 0: CHEMBL3596163, Entry 1: CHEMBL3596163, ","Entry 0: Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists., Entry 1: Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology., Entry 1: The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology., ",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,C22H15ClF4N2O3,CHEMBL3596270,32.0,36.0,,,,,
1953213,nM,EC50,,BAO_0000188,EC50,1506463,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3599862,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3ccccc3C(F)(F)F)n3c2CCCC3)c(F)c1,C22H16F4N2O3,CHEMBL3596271,840.0,,,,,,
1953214,nM,EC50,,BAO_0000188,EC50,1506463,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3599862,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(F)cccc3Cl)n3c2CCCC3)c(F)c1,C21H15ClF2N2O3,CHEMBL3596272,190.0,,,,,,
1953215,nM,EC50,,BAO_0000188,EC50,1506463,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3599862,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1,C21H15Cl2FN2O3,CHEMBL3596273,77.0,,,,,,
1953216,nM,EC50,,BAO_0000188,EC50,1506463,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3599862,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,N#Cc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,C22H15ClFN3O3,CHEMBL3596274,250.0,,,,,,
1953217,nM,EC50,,BAO_0000188,EC50,1506463,Inverse agonist activity at N-terminal 6xHis-tagged human RORc ligand binding domain (241 to 486) expressed in bacterial expression system assessed as inhibition of SRC1 co-activator peptide recruitment after 3 hrs by TR-FRET analysis,B,,CHEMBL3599862,10.1016/j.bmcl.2015.05.055,26048793,CHEMBL3596163,"Discovery of imidazo[1,5-a]pyridines and -pyrimidines as potent and selective RORc inverse agonists.",PUBLICATION,"The nuclear receptor (NR) retinoic acid receptor-related orphan receptor gamma (RORγ, RORc, or NR1F3) is a promising target for the treatment of autoimmune diseases. RORc is a critical regulator in the production of the pro-inflammatory cytokine interleukin-17. We discovered a series of potent and selective imidazo[1,5-a]pyridine and -pyrimidine RORc inverse agonists. The most potent compounds displayed >300-fold selectivity for RORc over the other ROR family members, PPARγ, and NRs in our cellular selectivity panel. The favorable potency, selectivity, and physiochemical properties of GNE-0946 (9) and GNE-6468 (28), in addition to their potent suppression of IL-17 production in human primary cells, support their use as chemical biology tools to further explore the role of RORc in human biology.",,COc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,C22H18ClFN2O4,CHEMBL3596275,240.0,,,,,,
