comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4
1511157,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)NC2CCCC2)c2ccc3c(c2)OCO3)c(OC)c1,C23H27NO6,CHEMBL2312114,11.0,,,,
1511158,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCCC(O)C2)c2ccc3c(c2)OCO3)c(OC)c1,C23H27NO7,CHEMBL2312115,4.0,,,,
1511159,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCC(CO)CC2)c2ccc3c(c2)OCO3)c(OC)c1,C24H29NO7,CHEMBL2312116,0.0,,,,
1511160,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,CCOC(=O)C1CCN(C(=O)CC(c2ccc3c(c2)OCO3)c2c(O)cc(OC)cc2OC)CC1,C26H31NO8,CHEMBL2312117,1.0,,,,
1511161,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCC(c3ccccc3)CC2)c2ccc3c(c2)OCO3)c(OC)c1,C29H31NO6,CHEMBL2312118,68.0,,,,
1511162,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCCCCCC2)c2ccc3c(c2)OCO3)c(OC)c1,C25H31NO6,CHEMBL2312119,57.0,,,,
1511163,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCC(Cc3ccc(F)cc3)CC2)c2ccc3c(c2)OCO3)c(OC)c1,C30H32FNO6,CHEMBL2312120,23.0,,,,
1511164,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCC(O)(Cc3ccccc3)CC2)c2ccc3c(c2)OCO3)c(OC)c1,C30H33NO7,CHEMBL2312121,8.0,,,,
1511165,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1cc(O)c(C(CC(=O)N2CCCC(C(F)(F)F)C2)c2ccc3c(c2)OCO3)c(OC)c1,C24H26F3NO6,CHEMBL2312122,83.0,,,,
1511169,%,Inhibition,,BAO_0000201,INH,937726,Modulation of ROR-gamma Gal4-DBD-NR-LBD (unknown origin) expressed in HEK293T cells assessed as repression of transcriptional activity at 10 uM after 20 hrs by luciferase assay relative to control,B,,CHEMBL2317476,10.1016/j.bmcl.2012.11.025,23232056,CHEMBL2311492,Small molecule amides as potent ROR-γ selective modulators.,PUBLICATION,The structure-activity relationship study of a diphenylpropanamide series of ROR-γ selective modulators is reported. Compounds were screened using chimeric receptor Gal4 DNA-binding domain (DBD)-NR ligand binding domain cotransfection assay in a two-step format. Three different regions of the scaffold were modified to assess the effects on repression of ROR-γ transcriptional activity and potency. The lead compound 1 exhibits modest mouse pharmacokinetics and an acceptable in vitro profile which makes it a suitable in vivo probe to interrogate the functions of ROR-γ in animal models of disease.,,COc1ccc(C(CC(=O)N2CC(C)CC(C)C2)c2c(O)cc(OC)cc2OC)cc1,C25H33NO5,CHEMBL2312126,95.0,,,,
