comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1
6341,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccc(O)cc1,C26H29NO2,CHEMBL10041,33491.5,
6787,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C11H11F3N2O4,CHEMBL491,18833.6,
8167,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,C13H6Cl6O2,CHEMBL496,1059.1,
8193,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Oc1c(I)cc(Cl)c2cccnc12,C9H5ClINO,CHEMBL497,23710.1,
8873,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,C47H73NO17,CHEMBL267345,74978.0,
9495,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,C24H36O5,CHEMBL503,4730.8,
10010,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,S=C1NCCN1,C3H6N2S,CHEMBL11860,149.6,
10392,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,C6H4N2O5,CHEMBL273386,6682.4,
10661,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,C17H23N3O,CHEMBL511,595.6,
11002,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,C14H19Cl2NO2,CHEMBL515,66824.2,
12428,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,C38H72N2O12,CHEMBL529,33491.5,
12825,nM,Potency,active,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 845231, Entry 1: 845231, ","Entry 0: PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) , Entry 1: PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL2114842, Entry 1: CHEMBL2114842, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C21H30O2,CHEMBL103,8412.7,21131.7
13329,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Oc1ccc(O)cc1,C6H6O2,CHEMBL537,10590.9,
13355,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,c1c[nH]cn1,C3H4N2,CHEMBL540,33491.5,
13467,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccc([N+](=O)[O-])cc1,C6H6N2O2,CHEMBL14282,18833.6,
13474,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,COc1ccc(O)cc1,C7H8O2,CHEMBL544,42163.2,
13476,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,COc1ccccc1O,C7H8O2,CHEMBL13766,149.6,
13479,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccccc1C(=O)O,C7H7NO2,CHEMBL14173,16785.5,
13618,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CCO,C2H6O,CHEMBL545,74978.0,
13795,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,C12H4Cl6,CHEMBL14377,1333.3,
14440,nM,Potency,active,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,"Entry 0: 845231, Entry 1: 845231, ","Entry 0: PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) , Entry 1: PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) , ","Entry 0: F, Entry 1: F, ","Entry 0: confirmatory, Entry 1: confirmatory, ","Entry 0: CHEMBL2114842, Entry 1: CHEMBL2114842, ",,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ","Entry 0: DATASET, Entry 1: DATASET, ",,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,C22H25NO6,CHEMBL107,118.8,334.9
15217,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CCCC(CCC)C(=O)O,C8H16O2,CHEMBL109,66824.2,
16102,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,C22H43NO3,CHEMBL15712,42163.2,
16303,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,C17H17ClO6,CHEMBL562,1188.3,
16450,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC(=O)Nc1ccc(O)cc1,C8H9NO2,CHEMBL112,21131.7,
16512,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,c1ccoc1,C4H4O,CHEMBL278980,943.9,
16530,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,C14H9Cl5,CHEMBL416898,74978.0,
16544,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CCNc1nc(Cl)nc(NC(C)C)n1,C8H14ClN5,CHEMBL15063,2660.3,
16592,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,C8H6N4O5,CHEMBL572,37578.0,
16995,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Cc1ccc(O)cc1,C7H8O,CHEMBL16645,10590.9,
17490,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=C(NO)c1ccccc1,C7H7NO2,CHEMBL16300,21131.7,
18145,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=c1cc(-c2ccccc2)oc2ccccc12,C15H10O2,CHEMBL275638,1496.0,
18694,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,C17H14F3N3O2S,CHEMBL118,33491.5,
24418,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,C39H54N6O8S,CHEMBL282042,59557.2,
25844,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,O=C(O)c1cccc(Cl)c1,C7H5ClO2,CHEMBL20563,149.6,
26590,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,c1ccc2[nH]c(-c3cscn3)nc2c1,C10H7N3S,CHEMBL625,9439.2,
27229,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,C21H26O5,CHEMBL635,7497.8,
27626,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C18H24O2,CHEMBL135,33491.5,
28609,nM,Potency,inactive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Nc1ccc2ccccc2c1,C10H9N,CHEMBL278164,2113.2,
31312,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C21H20O6,CHEMBL140,33491.5,
32978,nM,Potency,inconclusive,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,Oc1cccc(O)c1,C6H6O2,CHEMBL24147,74978.0,
34608,nM,Potency,active,BAO_0000186,Potency,845231,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,F,confirmatory,CHEMBL2114842,,,CHEMBL1201862,PubChem BioAssay data set,DATASET,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C24H34O4,CHEMBL717,16785.5,
